Smell_Source	Smell_Word	Quality	Sentence	Year	Book
The frankincense	smell|perfuming	sweet	The frankincense is administered to impart a sweet smell to the body , and the ladies ofthe house rub her body with chiksa ( vide Glossary ) every morning and evening until the joolwa day , repeating the operation without washing off theÂ ° preceding application , with the view of improving the lustre of her skin , and perfuming her body .	1863	bl604352
all nature ' s incense	Odours		I mount on air , I float in rays of light , Entrancing sounds do greet my finer ear , Odours , all nature ' s incense , waft around me , The universe unfolds before mine eyes , And nearer comes the All , the unknown presence , Nearer , nearer â   Awful Essence â   here ! VESPASIAN .	1860	bl604402
their|incense	fragrant|fragrant	fragrant|fragrant	Once or twice I had the satisfaction satisfaction of meeting with her ladyship in pubhc â   all charming vivacity â   all sparkle â   followed by crowds of flatterers â   till one would have thought her nearly intoxicated with their fragrant incense ! What a sweet smile ! â   How passing graceful ! â   a swan - like neck â   ! happy fellow that Harleigh ! Harleigh ! â   Lady Anne ? Oh ! yonder she moves â   there â   that laughing lady in wMte satin , tapping the French ambassador ambassador on the shoulder with her What ! Is that Lady Anne , now waltzing with Lord ? What a superb foot and ankle ! What a sylph it is Such was the ball - room tittletattle tittletattle that ever accompanied Sir Henry and Ms lady , in passing through the mazes of a London season ; and I doubt not the reader would have joined in it , could he have seen Lady Anne ! Should I attempt to present her bodily before him , he would suspect me of culling the hyperboles of the novelist , while I should feel that after all I had faded .	1864	bl604421
the luxuriant orange - tree|of soft - speaking voices|of incense	odour	slightly perceptible	advanced , their reverberations increased in frequency as the parties rapidly arrived , and we may permitted to say that the luxuriant orange - tree , with its golden fruit â   the well - bred hum of soft - speaking voices that floated around , the slightly perceptible odour of incense that impregnated the air ; and sweetest of all the sounds of music , in the minor key , executed on the dulcimer , viol , and lute , by the best artists of Cairo , produced on the young a delirious sensation of pleasure .	1860	bl604441
of floAvers|incense	smell	SAveet	people ; the SAveet smell of floAvers and incense reached her open window .	1865	bl604473
Hothouse Hothouse plants|incense	scented		Hothouse Hothouse plants and incense scented the air .	1865	bl604521
incense	perfumes		In the dark recess of each temple one image or more of Adeenath , of Ujeet , or of some other of the Teerthunkers , is seated , whose alabaster features , features , wearing an expression of listless repose , are rendered dimly visible by the faint light shed from silver lamps ; incense perfumes the air , and bare - footed , with noiseless tread upon the polished floors , the female votaries , glittering in scarlet and gold , move round and round in circles , chanting forth their monotonous , but not unmelodious * After the fall of Vulubhee succeeded an interval , probably of anarchy , during which a remnant or offshoot of the invaders struggled with varying fortune against the natives of the country , and at length disappeared from view .	1866	bl604525
of frankincense	smell		Then she enjoys the smell of frankincense , and the sight of grand pictures , and statues , and carvings , and , above all , there is the A7irgin Mar } 7 in royal robes , with a crown , and pearls , aud velvet , and ermine , like a queen of this world , and the poor old woman in her tatters has as free access to her and as long audience as the greatest court lady in the land .	1862	bl604528
bottle of Hungary Water|a|a box of Toilet Powder|a China jar of Lip Salve|cut|Salts|Aromatic Vinegar|a cake of Rose Soap|a cake of Almond Soap|bottle of Frangipanni Perfume|Perfume|bottle of Essence of Violet|a box of Incense	Smelling|Perfume|Perfume		Case containsâ   A bottle of Hungary Water , a bottle of Lustral Hair Gloss , a box of Toilet Powder , a China jar of Lip Salve , a cut bottle of Smelling Salts or Aromatic Vinegar , a cake of Rose Soap , a cake of Almond Soap , bottle of Frangipanni Perfume , bottle of Essence of Violet ( or any others ) , and a box of Incense , enclosed in an elegant case .	1865	bl604550
frankincense	odour	delicious	In the middle of the hall was a metal stand on which stood a censer where frankincense was burning and diffusing a delicious odour over all the house .	1861	bl604564
The|the|the costly incense	odour|perfume	pure|refreshing|more agreeable|rival	The finest and sweetest flowers of the season , the produce of many gardens besides those of Sunville , glowed in countless vases , and filled the room with a pure and refreshing odour , more agreeable than that of the costly incense which ever sent in a stream of its rival perfume , according as the door flew open to admit the thronging guests .	1861	bl604564
of the incense	odour		The musicians were heard from below flourishing their prelude , the odour of the incense entered through the opened door with the tones of the band , and the receptionroom receptionroom began rapidly to thin .	1861	bl604564
Bich|from the flowers|from the lake|of incense	odours|vapour		Bich odours rise In worship from the flowers ; and from the lake , Beflecting in its depths the o ' er - arching skies , A vapour , as of incense , unto heaven flies .	1869	bl604594
of the richly - bound books|its classic incense|incense	perfume|odour|incense|incense		The door into this the housekeeper housekeeper now set open , that the perfume therefrom , mingling with the odour of the richly - bound books , might greet the scholar with its classic incense ; and entering presently , went up and down therein , looking at the lovely plants w * hich Lizzie Whitelock had contributed â   gathering a spray here , a bloom there , or listening to the wild rain which poured down upon the glassy roof .	1860	bl604597
the frankincense	perfume		The choral chant of the Benedictine nuns accompanying the peal of the deep - toned organ through their cloisters , and the frankincense curling its perfume from priestly censors at the altar , are succeeded by the stunning sounds of numerous quickly - plied hammers , and the smith ' s bellows flashing the fires of Mr .	1865	bl604606
its|incense	noxious|odours|fragrant|fragrant	so abominable|tid|fragrant|fragrant	In 1290 the prior of a house of Carmehtes , situated in what is now called Whitefriars , complained to the king of the noxious exhalation arising from the Fleet , which was so abominable that many of the brethren died of miasma ; and moreover its fÅ  tid odours overpowered the fragrant incense which was burnt at theh altars .	1865	bl604606
incense	fragrant|fragrant	fragrant|fragrant	proclaim a spiritual God to those whose feelings had long been interested in deities with human shape and passions j to unfold a religion without pomp to those whose eyes had been fed with splendid temples , vestments , and processions ; to establish a worship without ceremony amongst those who were wont to adore with sacrifices blazing on the altar , with incense floating in fragrant clouds upon the air , and all that could impose on , dazzle , or enchant the senses ; and to awe , restrain , and animate , by motives drawn from invisible realities , a multitude educated in unblushing sensuality .	1865	bl604655
of incense	odor		The proverb says , One living , is a man , but dead , is a The spirit is therefore considered able and entitled to receive the odor of incense lighted for its benefit .	1867	bl604656
of the incense	perfumes	rich perfumes	There was evidently some solemn service going on within ; for as the door opened for the admission of some devout worshipper , the full strains of the organ and the rich perfumes perfumes of the incense came floating out on the EVELINE .	1863	bl604733
with frankincense	perfumed|odours	precious	Then gan they sprinkle all the posts with wine , And made great feast to solemnise that day : They ad perfumed with frankincense divine , And precious odours fetcht from far away , That all the house did sweat with great array : And all the while sweet music did apply Her curious skill the warbling notes to play , To drive away the dull melancholy ; The whdes one sung a song of love and jodity .	1859	bl604739
Incense	perfumes|stench		Incense and perfumes failed to drown the stench thus diffused through the church , and the people dispersed in horror and disgust .	1864	bl604788
The avenue of magnolias|incense	fragrant|fragrant|perfume|perfume	fragrant|fragrant	The avenue of magnolias leading to the little rustic porch was fragrant with incense - like perfume .	1864	bl604789
incense|incense	incense|incense		This he openly enough showed in passing the chanting and incense - waving groups who fined the road ; for , although they bawled and shouted in a deafening chorus , the Imperial cavalcade cantered on with an indifference that was nothing less than heretical .	1862	bl604807
of incense	smell		247 Come on ; fear not ; another has been this way At length we reached the chapel , and there was heavenly music , and the smell of incense ; and just as the whole scene became overpowering , I awoke with tears on my face , and became aware of real music under my window .	1866	bl604863
incense|timber	odorous|odorous	odorous|odorous	Bermuda , walled with rocks , who does not know ? That happy island where huge lemons grow , And orange trees , which golden fruit do bear , The Hesperian garden boasts of none so fair ; Where shining pearl , coral , and many a pound On the rich shore of ambergris is found ; The lofty cedar , which to heaven aspires , The prince of trees ! is fuel to their fires ; The smoke by which their loaded spits do turn , For incense might on sacred altars burn ; Their private roof ' s on odorous timber borne , Such as might palaces for kings adorn .	1860	bl604915
some incense|au incense -|cedar - chips	smell|perfumed|perfumed	perfumed|perfumed	replied Bager , till the dessert ; I will give you some incense which will smell far The supper over , au incense - burner , laden with perfumed cedar - chips , was brought in , on the top of wliich was laid a mass of papers .	1860	bl604915
frankincense|aloes|its|the princely flowers Their	perfume|fragrance|perfumes	rich	streams from to refresh him as he journeys through this world ' s waste to his Father ' s home of peace and love ; or , to borrow another metaphor from the Song of A garden enclosed full of pleasant fruit , with all trees of frankincense , myrrh , and aloes , with all the chief spices , only waiting the breath of the Beloved to blow upou it , that its perfume may flow out ! Let all things be done decently and in 3Lobe * 21 Watch the princely flowers Their rich fragrance spread , Load the air with perfumes , From their beauty shed ; Yet their lavish spending Leaves them not in dearth , With fresh life replenished By their mother earth .	1861	bl604925
incense	fragrant|fragrant	fragrant|fragrant	153 Week Oh , heavenly Comforter , sweet guest ! Hallow and calm my troubled breast ; Weary , I come to Thee for rest â   Smile on my evening hour ! If ever I have found it sweet To worship at my Saviour ' s feet , Now to my soul that bliss repeat â   Smile on my evening hour ! Let not the Gospel seed remain Unfruitful , or be lost again ; Let heavenly dews descend like rain â   Smile on my evening hour ! Oh , ever present , ever nigh ; Jesus , on Thee I fix my eye ; Thou hear ' st the contrite spirit ' s sigh â   Smile on my evening hour ! My only intercessor , Thou , Mingle Thy fragrant incense now , With every prayer and every vow â   Smile on my evening hour ! And oh , when life ' s short course shall end , And death ' s dark shades around impend , My God , my everlasting Friend â   Smile on my evening hour ! From Hymns for a - s - Hiseellaneons .	1861	bl604925
spices|herbs|incense	scented|scented	sweet - scented|scented	The corpse of a principal person is dressed in the most superb apparel , and the quan placed upon a litter made of cedar , in the ornaments of which the most exquisite workmanship is displayed ; the coffin , sometimes containing spices and sweet - scented herbs , to preserve the body from corruption , is preceded by a chief priest with thirty subalterns , attired in white linen shirts covered with black cloaks , and carrying lighted torches in their hands , followed by two hundred of lesser rank , bearing their sacred books , incense , & amp ; c , singing , and invoking the particular deity worshipped by 257 FOUNDER OF PRESENT DYNASTY .	1860	bl604981
incense	perfumes	perfumes	They burn incense or perfumes perfumes on a table raised like an altar , opposite their idols ; they light candles at a species of sacrifice ; they make the sign of the St .	1860	bl604981
from long cherry - stick pipes|incense|incense	fragrant|fragrant incense|incense	fragrant|fragrant	Be it clearly understood that there was no objection to cigarettes were preferred ; cigars not objected to , and latakia from long cherry - stick pipes curled in clouds of fragrant incense round the goddess of the place .	1867	bl6023
incense|its	fragrant|fragrant	fragrant|fragrant|innocuous	The church exhibited , in its primeval glory , the utmost magnificence of external ritual â   those grand displays in which the Catholicism of Rome , like the paganism it embodied , ever luxuriates ; and when the monks , clad in thenwhite thenwhite robes and black hoods , which formed the costume of then devotions , passed in pompous procession , chanting solemn psalms of dole , the fragrant incense in the silver thuribles 70 blackfriars ; percolating its innocuous essences around , the blazoned altar brightly illuminated by the flames of many tall candles , and the full , broad , swelling harmony of the great organ filling tbe vast interior , when â   Such was the winged music ' s downy flight , That Echo silent was from exquisite deHght , the effect , it can well be imagined , was above all things grand â   one of those impressive scenes wherein tbe still small voice within us would say : Bow the knee , and mutter , God ' s wdl be Ay , then , in the height of its glory and renown , tbe sensuous religion that first consecrated it haunted still its noble aisles and revered shrines , hovered in each sumptuous chapel , glided solemnly through the gloom of pillar and arch , and would not have speeded away until eternity itself , bad Vandalism not swept away the superb and time - honoured structure .	1864	bl6035
incense	foul|foul fumes|fumes	foul|foul	It was at once removed , and incense burnt to dispel the foul fumes which floated in our midst .	1864	bl6035
It|of frankincense	perfume		It burns without smoke , and emits the perfume of frankincense .	1860	bl6069
of incense|of Avhich	perfume	aromatic	The rich vestments , stiff with gold , the solemn music and Ioav chant ; the shoAvy altar with pictures of saints , carved images , and golden chalice ; the burning of incense , the aromatic perfume of Avhich is diffused around ; the toavs of bright lights in silver candelabras ; all tend to lure the mind of the Chinese from the gorgeous mummery of Buddhism into this phase of the Christian faith .	1859	bl6083
of the lately scattered incense|of some aromatic|aromatic|aromatic and enchanted Avood	perfume|odour|aromatic|aromatic|aromatic	rich|aromatic|aromatic|aromatic	All seem pervaded with a species of gently pressing yet irresistible drowsiness , drowsiness , Avhich hovers over and rests upon everything , everything , Avhile the rich perfume of the lately scattered incense , that fills the whole edifice , accords accords well with the all - ruling influence , and might not inaptly be supposed to be the odour of some aromatic and enchanted Avood burnt by the genii of the place to assist his sleepy incantation .	1862	bl60105
golden|of incense|whose	odours	heavy aromatic	They swing golden censers of incense , whose heavy aromatic odours load the summer air .	1868	bl60160
in incense	odours	lavish	Not all the lavish odours of the place , Offer ' d in incense , can procure his pardon , Or mitigate his doom .	1866	bl60192
incense|herbs|fruits|flowers	breath perfumes		Soft roll your incense , herbs , and fruits and flowers , In mingled clouds to him ; whose sun exalts , WhoseÂ ° breath perfumes you , and whose pencil paints .	1866	bl60192
incense|from	odours	saintly	If any incense poured upon , or saintly odours arising from , our mortal dust , can reach and dehght us in our immortality , it must be thus to know that neither our doings nor our sufferings have been altogether in vain .	1862	bl60234
incense|herbs|fruits|flowers|AVhose	breath perfumes		Soft roll your incense , herbs , and fruits , and flowers , In mingled clouds to him ; whose Sun exalts , AVhose breath perfumes you , and whose pencil paints .	1868	bl60256
that incense of the heart	fragrance		To be resigned when Uls betide , Patient when favours are denied , And pleased with favours given ; Dear Chloe , this is wisdom ' s part ; This is that incense of the heart , Whose fragrance smeUs to heaven .	1868	bl60256
incense|vale	fragrant|fragrant	heavenly|fragrant|fragrant	Yet stiU , enamour ' d of the tender tale , Palo Passion haunts thy grove ' s romantic gloom , Vet still soft music breathes in every gale , StUl undeeay ' d the fairy garlands bloom , StUl heavenly incense fiUs each fragrant vale , StUl Petrarch ' s Genius weeps o ' er Laura ' s tomb .	1868	bl60256
incense|incense	incense|incense	soft	I cannot see what flowers are at my feet , Nor what soft incense hangs upon the boughs , But , in embalmed darkness , guess each sweet Wherewith the seasonable month endows The grass , the thicket , and the fruit - tree wild ; AATiite hawthorn , and the pastoral eglan - tine ; Fast - fading violets cover ' d up in leaves ; And mid - May ' s eldest chUd , The coming musk - rose , full of dewy wine , The murmurous haunt of flies on summer eves .	1868	bl60256
smoke of burning incense	odour	overpoweringly	So we entered , and found the trapeza , or fore part of the church , overpoweringly filled with the odour and smoke of burning incense ; for the deacon , during his rapid song - prayer , was and apparently blessing two little books for as many old women .	1862	bl60259
incense|incense	perfume|incense|incense	deUcate deUcate	What a beast ! whispered Lord Claude Berkeley to Hubert Darcy , as they lounged against the folding doors ; what can society be coming to when it tolerates , tolerates , nay welcomes , a monster Uke that ? He is in great said Mr Darcy , with a faint laugh ; but I agree with you he is not Nice ! faugh ! muttered his lordship , pulling out a cambric handkerchief , from which exhaled a deUcate deUcate perfume ; the fellow would degrade the second table ! In the mean time the subject of these rather severe animadversions was complacently airing himself on the rug , and receiving incense in the shape of polite observations observations from Lady St Aubyn , who had been duly instructed instructed beforehand by her husband .	1862	bl60279
cardomums|cocoa - nuts|cassia|frankincense|drugs	aromatic|aromatic	aromatic|aromatic	The soil is fertile , producing grain , sago , sugar , salt , pepper , cardomums , cocoa - nuts , cassia , frankincense , and other aromatic drugs , plantains , coffee , tobacco , and silk .	1860	bl60321
trees|incense|incense	incense|incense		Behold the moon , now beaming on the wave , Shedding around her soft , mysterious light , Tinging the gloomy rock , the frowning cave , Adding fresh beauty to the star - crowned night ! ' Tis like an angel , with his broad wings furled , Gazing in pity on a fallen world ! In such an hour , methinks , our erring sire Turned his last gaze on Eden ' s flowery plain , And wandered forth , to yearn , with vain desire , For the deep peace of those sweet groves again ; When first on earth despair and sin began , And trees wept incense for deluded man ! In such an hour , methinks , some angel guest Mourned for the blight that fell on that fair scene , And gentle pity filled his heavenly breast , As , thinking of the bliss that once had been , O ' er human guilt he shed a pitying tear , Then spread his pinions towards a brighter sphere .	1860	bl60329
a|frankincense|myrrh|gums	fragrant|fragrant	fragrant|fragrant	Anon we build a fair and goodly ship And lay therein our idol , on the deck Heaping a costly pile of sacrifice , And high o ' er aU a golden censer , filled With frankincense and myrrh and fragrant gums , Lit with the fire of our own burning hearts ; And fondly dream of calm and sunny seas Where we may float for ever in our joy , And fear no storm , and brook no earthly thing To tempt one stray thought from our treasured love .	1860	bl60329
incense burners|throwers|coffee	perfume		carpets , silks , and shawls of Persia abound every where ; they are of every class and sometimes of great beauty : from Persia also come finely ornamented nargilehs and embroideries of all kinds , Kashmir and Bokhara shawls , old porcelain of great variety and delicacy , as well as from China ; arms from Baghdad and Kashmir , and gold and silver ornaments of all kinds , vases , cups , incense burners , perfume throwers , coffee services , & amp ; c .	1861	bl60342
the thus or frankincense	aromaties		6 The aromaties , especially the thus or frankincense , of Arabia , occupy the xuth book of Pliny .	1862	bl60377
frankincense|myrrh	smell		The nest - seekers smiled at my curiosity , and pointed into a cave with a narrow entrance , out of which a smell was issuing which partook neither of frankincense nor myrrh , and of an inky darkness which the keenest eye could not penetrate .	1860	bl60381
of a rose - leaf|frankincense	scent		The question remains , even supposing their production accounted for , â   What intermediate states of water may exist between these spherical hollow molecules and pure vapor ? Has the reader ever considered the relations of commonest commonest forms of volatile substance ? The invisible particles which cause the scent of a rose - leaf , how minute , how multitudinous , multitudinous , passing richly away into the air continually ! The visible cloud of frankincense â   why visible ? Is it in consequence consequence of the greater quantity , or larger size of the particles , and how does the heat act iu throwing them off in this quantity , or of this size ? Ask the same questions respecting water .	1865	bl60398
a gloriously substantial piece|roast beef|incense	reeking|savour		Notwithstanding all this , I certainly do sympathise sympathise with the man whose eyes will beam joyously at the sight of a gloriously substantial piece bf roast beef , reeking in its ruddy strength , filling the air with its savour } - incense , so tantalizing to a huugry stomach : just so can I agree with a man who likes roast goose and plum pudding ; and it was with great pleasure I mounted to what the Scotch call a â   and what we should term the â   occupied by my friend .	1862	bl60433
Cense|to incense	perfume		Cense , to incense , perfume .	1859	bl60442
their incense	snuff		only to snuff their incense and to hear their prayers ? Splendid solitude of state â   most desolate privilege of princes ! human pride , see yourself a thing aloof from all â   a piece of costly selfishness â   an idol formed only for the knees of men â   a superhuman creature , yea , a wingless deity 1 Will not this be the teaching of the court â   this the lesson that shall prate pure nature from your heart , and place therein a swelling arrogance , divorcing you from all , and worshipping self in its most tyrannous desires , in its deepest abominations ? Will you remain among the brotherhood brotherhood of men , â   or will you be set apart With this thought , I felt a strange compassion for the Prince of Wales .	1867	bl60443
incense cedar|it	odor	fragrant	The generic name signifies incense cedar , on account of the fragrant odor it emits when burned .	1868	bl60456
Of rain - dreneh ' d flower|fleece of evening cloud|Of incense	scent|odours	strange	135 He could assure her , when she felt loth to leave the world â   That there is nothing beautiful in this , The passioned soul has clasped â   but shall partake Its everlasting essence â   not a scent Of rain - dreneh ' d flower , nor fleece of evening cloud Which blended with a thought that rose to heaven , Shall ever Never weary was he of talking about the fair land where â   droop the laden boughs , with heavy fruitage bent ; Of incense and of odours strange , the air is redolent ; And neither sun , nor moon , nor stars dispense their changeful light , But the Lamb ' s eternal glory , makes the happy city Never did he tire when his theme was of that City whose inhabitants no census has numbered numbered ; through whose streets rush no tides of business ; that city without grief or graves â   sins or sorrows ; whose walls are salvation , and whose gates are Softly , in the firelight , while she leaned back in her chair , and listened to his voice , he would recite â   10 PHEMIE KELLER .	1866	bl60463
incense	odour	most grateful	Of course we bad incense without stint , and this hot day the odour was most grateful ; it may be , too , that it is good in a sanitary pqint of view , otherwise the in Search of its Ancient Remains .	1868	bl60465
frankincense	odoriferous|odoriferous	odoriferous|odoriferous	give me frankincense sending forth odoriferous Even so far back as the times of Homer , probably about B .	1868	bl60465
frankincense	smells	disagreeable	1184 , we find frankincense used , so that we may imagine that the priests had a sufficient reason for tbe practice , and I do not doubt that it was to overcome overcome the disagreeable smells that ill - washed and filthy bodies give forth in a hot climate .	1868	bl60465
with incense	perfumed		48 ) calls the altar , evrjeis - , perfumed with incense .	1868	bl60465
the incense|incense	scented|scented|incense|incense	scented|scented	Clarence stood beside the half - open door leading on to the lawn , through which the scented breeze floated in , to the gorgeous flowers of the conservatory , laden with the incense of their humbler sisters without ; in the distance many a lazy fawn was resting on the soft turf beneath the trees , and on the 6teep woodland which overhung the river , on VOL .	1865	bl60529
incense	odours	aromatic	Lead the black buU to slaughter , with the boar And lamb : then purple with their mingled gore The ocean ' s curled brow , that so we may The sea - gods for their careful wastage pay : Send grateful incense up in pious smoke To those mild spirits that cast a curbing yoke Upon the stubborn winds , that calmly blew To the wish ' d shore our long ' d - for Montague : Then , whUst the aromatic odours burn In honour of their darling ' s safe return , The Muse ' s quire shaU thus , with voice and hand , Bless the fair gale that drove his ship to land .	1868	bl60551
Sabean incense	fragrant|fragrant	fragrant|fragrant	Sabean incense te a fragrant cloud Illustriously suspended o ' er thy crown Like a king ' s canopy , makes thee allov ' d For more than man .	1868	bl60551
of balmy incense	Perfumes	strong	* * # # * His guilty conduct now had brought liim near Janusa ' s room , the glaring lights appear Thorough the window ' s crystal waUs , tho strong Perfumes of balmy incense mix ' d among The wandering atoms of the air did fly .	1868	bl60551
Incense|gums	odorous|odorous	odorous|odorous	Now Morn with rosy Hght had streak ' d tho sky , Up rose the Sun , and up rose Emily ; Address ' d her early steps to Cynthia ' s fane , In state attended by her maiden train , AVho boro the vests that holy rites require , Incense , and odorous gums , and cover ' d fire .	1868	bl60551
incense	scent|odorous|odorous	odorous|odorous	Then from the ground a scent began to rise , Sweet - smeUteg as accepted sacrifice : TMs omen pleas ' d , and as the flames aspire With odorous incense Arcite heaps the fire ; Nor wanted hymns to Mars , or heathen faU .	1868	bl60551
the incense of the breathing spring|spicy clouds|Carmel ' s flowery top	perfume		Swift fly the years , and rise the expected morn ! So then you look ' d scornful , and snift at the Dean , Oh , spring to Ught , auspicious Babe , be born ! As who should say , Now , am I skinny and lean ? See , nature hastes her earUest wreaths to bring , But he durst not so much as once open his lips , And the doctor was plaguily down in the With aU the incense of the breathing spring ! See lofty Lebanon his head advance ! See nodding forests on the mountains dance ! See spicy clouds from lowly Sharon rise , And Carmel ' s flowery top perfume the skies ! Hark ! a glad voice the lonely desert cheers ; Prepare the way ! a God , a God appears ! Thus merciless Hannah ran on in her talk , TUl she heard the Dean caU , Wffi your lady - ship walk ? From 1689 to 1727 .	1868	bl60551
clouds of incense	Loud|Loud|perfume	Loud|Loud|void	Nor envy rusts , nor rolling years consume : Loud PÃ ¦ ans echoing round the roof are heard , And clouds of incense all the void perfume .	1868	bl60551
incense from the blossoms	fragrant|fragrant	fragrant|fragrant|sweet	How lovely is this morn ! Yon cloudless sky , â   The crisp and fragrant air , the melody Of merry larlis , flutt ' ring unseen on high , â   This little rill that murmuring runs by , â   And every flower that ope ' s its gentle eye , Scarce looking on the glad world ere ' tmust die , All seem to tell of gladness , and to vie In praise : â   for there is silent praise ! Winds sigh , Wafting sweet incense from the blossoms nigh .	1866	bl60553
of the incense	perfume		The church is magic ground truly ! The music , the perfume of the incense , the singing so elaborate , and the voices of the young priests so penetrating and sympathetic , attract the eyes of girls and women to the amiable faces of romantic reverends , who , with long hair , impassioned expression , and elegant gestures are all - powerful in awakening in the female breast the liveliest sensations of spiritual tenderness â   which often terminates in earthly affection .	1860	bl60601
The incense	perfume		The incense is the perfume shed by luxuriant nature , permeating the air , and ascending to heaven .	1860	bl60601
flowers|clouds of incense	perfumes		The heathens had their mysteries , so had the christians , and divine worship , in like manner , was accompanied with flowers and perfumes , and clouds of incense , and the religious edifices were adorned with images , pictures , and symbolical designs .	1863	bl60607
of the burning incense	perfumes|scent		As she approached the town of Tarsus the winds wafted the perfumes and the scent of the burning incense to the shores , which were lined with crowds who had come out to see her land ; and Antony7 , who was seated on the tribunal waiting to receive her , found himself left alone .	1859	bl60652
a garland of golden vine - leaves|bowls|myrrh|frankincense|frankincense	scent	fragrant	An altar was carried next , covered with golden ivyleaves , ivyleaves , with a garland of golden vine - leaves tied with white ribbands ; and this was followed by a hundred and twenty boys in scarlet frocks , carrying bowls of crocus , myrrh , and frankincense , frankincense , which made the air fragrant with the scent .	1859	bl60652
libations of wine|of incense	odours		The stories told of Metellus in Spain â   that he not only allowed himself to be delighted with the far from harmonious lyre of the Spanish occasional poets , but even wherever he went had himself received like a god with libations of wine and odours of incense , and at table had his head crowned by descending Victories amidst theatrical thunder with the golden laurel of the conqueror â   are no better attested than most historical anecdotes ; but such gossip reflects the degenerate ambition of the race of Epigoni .	1862	bl60667
incense|its	perfume		The Host , the is the cry ; the attendant tonsured priests , all richly dressed , are chanting loudly ; silver bells are tinkling ; incense is being waved â   ' the smoke ascends to the pure sky j its perfume reaching even 188 MY TRAVELS .	1862	bl60685
incense	perfume	heavy	Candles were burning dimly on the altars , and incense filled the murky atmosphere atmosphere with a heavy perfume .	1863	bl60728
the blossoms|incense	odorous|odorous	odorous|odorous	Some natures it leaves a wilderness ; others an ordered garden garden â   not very gay , it may be , but planted with trees , whereof the blossoms send odorous incense into the air , and the fruits foster and bless other lives .	1868	bl60745
incense of gorgeous late - summer flowers|its sunblossoms|sunblossoms	smell	rich|luscious	It was an August evening â   golden , glowing , regal ; the air was honeyed with the rich incense of gorgeous late - summer flowers ; the light fell soft and mellow upon all things : upon the wide heath , with its sunblossoms , sunblossoms , luscious alike to sight and smell â   upon the sloping wood , heavy with its completed foliage â   upon the mystical line of moving waters which girdled the broad landscape .	1868	bl60745
of hedgerow hedgerow â|incense	fragrance|delightful|delightful	delightful|delightful	In the brief pause at Albrighton we inhale the freshness of dewy fields , and fragrance of hedgerow hedgerow â   that delightful incense with which Earth saluted Morn long before the occupation by those knights of Alberic ' s - tun who were bound to furnish carbones to Bridgenorth castle whenever the king , following up his vocation of subjugating the Welsh , should please to lodge at that haughty fortress .	1860	bl60747
with frankincense	fuming|odours		' Into the inmost temple thus I came , Which fuming all with frankincense I found , And odours rising from the altars ' flame .	1859	bl60766
incense|incense	burnt|burnt incense|incense	burnt|burnt	Then , when breakfast is over and the horses are caught up and saddled , and you are jogging across the plain , with the friend of your heart beside you , tha burnt incense once more goes up , and conversation is unnecessary .	1859	bl60783
the thick smoke of incense|its	fragrance		Below , about the place of performance , and around the Rajah ' s seat , the illumination was brightest ; and the thick smoke of incense rising from the altar hung OTer all like a canopy , diffusing its fragrance to the farthest edges of the assembly .	1863	bl60821
the birds|incense|incense	inhale|perfume|incense|incense	indescribable	to notice the change that almost each day brought in the hedges , to listen to the increasing chirping of the birds , and the music of their morning and evening songs , to stop and inhale that indescribable perfume â   the incense that heralds spring ; she did all these things , but they were not spontaneous , she seemed forced to them as an escape from her own thoughts .	1867	bl60828
its|incense	fragrancy	pungent	t which is much esteemed all over Asia for its pungent fragrancy , and is , on this account , in constant use in burning incense to idols .	1866	bl60855
frankincense frankincense|frankincense	frankincense|frankincense		The cottonplant cottonplant and the sugar - cane grow in the tebama : the sumach or gum arabic , the aloe , and the cassia fistula prefer the hills ; and the tree which yields the olibanum or frankincense frankincense abounds in the mouutaius of Shej er or Shehr , in Mahrah .	1866	bl60855
Incense	aromatics	other	Incense , therefore , and other aromatics Avere burnt , and ascended in clouds , but failed to purify the tainted atmosphere .	1862	bl60908
of incense|the Avhite daAvn	perfumed|odour		Into their state and condition there entered much of Avhat Ave term romance ; their dwellings , built in picturesque picturesque and sequestered situations , almost necessarily aAvakened the poetry of their nature ; they rose and wandered at night through their vast monasteries and churches dimly lighted up , perfumed Avith the odour of incense and thrilling with music ; the Pleiades and the Avhite daAvn beheld them at their prayers , and therefore , till they yielded to the seductive influence of the Avorld , they might be said to exist in the highest heaven of the imagination .	1862	bl60908
incense - sticks|woods	aromatic|aromatic	aromatic|aromatic	reports reports that at Lassa , woollen cloths , termed poulon or poolon , incense - sticks , formed of aromatic woods , and wooden porringers , porringers , out of which the Thibetans uniformly take their meals , are made with acknowledged skill ; but that all the other manufactures are ill - conducted .	1866	bl60953
incantations|incense	odours		certainty of having their neighbours punished and their own names kept secret , is against all who have done anything from which can be inferred an express or tacit compact with the devil , by exorcising , exorcising , incantations , magic , witchcraft , or offering to him odours , incense , or prayers to find treasure , or doing anything else in which his name and work comes Kaffirland and Italy are close together ! In addition to all these edicts is another from the Bishop of Senigagli , the native city of Pio Nono , in which he enacts , that young persons affianced shall not be permitted to have private interviews before they are married , or give or receive presents ; and aU parents or heads of families are held accountable for preventing disobedience ; and it is positively added , immediately after , that every person who breaks this law will be punished with fifteen days ' imprisonment , and he must maintain himself at his own expense ; the presents shall be forfeited , and applied to such pious uses as may be appointed ; and then follows , in case of obstinacy , the more terrible but less tangible punishment of excommunication .	1860	bl603056
