Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of their wretched tobacco|the hateful poison	exhalations|exhalations	fetid	If people must smoke , surely it ssiould be no punissiment for them to congregate where the fetid exhalations of their wretched tobacco can be restricted to one and the least objectionable spot , instead instead of spreading them throughout the decks , and so rendering it impossible for any of the passengers to escape the inhalation of the hateful poison .	1861	bl603908
of abiding tobacco|of smoke	smell|whiffs|vapour	sickening heavy|light	There is a fire though it is not cold â   a sofa near the fire â   a sickening heavy smell of abiding tobacco â   not light whiffs of smoke , such as accompany a man ' s labours , but a dead pall of idle heavy vapour ; and in the midst of all a man stretched lazily on the sofa , with his pipe laid on the table beside him , and a book in his soft , boneless , nerveless hands .	1863	bl603928
of tobacco - smoke	reek		But , as if to compensate for the loss of glances dimly discernible through the reek of tobacco - smoke , as he passed through the churchyard on his way to the curate ' s house , he not seldom had the luck ( good or ill ) to meet PhÅ  be returning from Madame Latham ' s , and if she happened to be in a gracious mood , she might perchance permit him to relieve her of a basket or parcel , and walk by her side to her own door , according her permission with an air of condescension 234 GOD ' S PROVIDENCE HOUSE .	1865	bl603966
of tobacco	smell		Tell him he may come in here to tea , if he don ' t smell of tobacco .	1864	bl606000
of the stale tobacco	odour	the faintest	in length and proportionately broad , is situated at the north end of the building ; and immediately beneath are the smoking and billiard rooms , the peculiar advantage in the situation situation of these last two being that , though numerous visitors are frequently assembled there in the indulgence of their narcotic tastes , not the faintest odour of the stale tobacco , â   so detestable to non - smokers , â   ever escapes into the rest of the house .	1864	bl606010
of the native tobacco	odour	offensive	The public rooms , generally lofty and spacious , are constantly filled with the offensive odour of the native tobacco .	1866	bl606018
of bad tobacco	perfume	odious	Henslowe found the calls of Uncle Tos anything but agreeable , and gladly would she often have denied herself to the guest , who brought into her drawing - room an odious perfume of bad tobacco , while he offended her not over - fastidious taste by coarse allusions , barely covered by the often thinnest of veils ; and by anecdotes connected with his former life , calculated to convey the worst possible impression both of his manners and his morals .	1865	bl606028
of the strongest tobacco	odour		In two or three minutes Bertha and Adair were in a small narrow room , strongly flavoured with the odour of the strongest tobacco , and as scantily furnished as could well be imagined .	1861	bl606039
of onions|stale tobacco	odours	unsavoury	Reaching his cottage , it seemed more than usually redolent of unsavoury odours , those of onions and stale tobacco predominating predominating ; and to - night these things affected him more than usual â   they greatly offended and disgusted him .	1860	bl606105
of tobacco - smoke	whiff		No one would know themselves as they went about the world , it would be such a different place â   there wouldn ' t be a whiff of tobacco - smoke you be very stern with your pupils Oh , yes ; there ' s nothing so good for people as keeping them in order .	1863	bl606111
Cotton|silk|tobacco|drugs|dye|stuffs|silks|brocades|velvets	perfumes	aad	Cotton , silk , tobacco , drugs , dye - stuffs , aad perfumes are cultivated ; and there are manufactures of shawls , cotton and woollen cloths , fabrics of goats ' and camels ' hair , silks , brocades , and velvets .	1868	bl606115
of tobacco	puffing|whiff		403 that , said Balfour , as he smoked on , now and then puffing a whiff of tobacco at his terrier ' s face â   read that , and tell me what you say to Though the lawyer made a great effort to seem calm and self - possessed , Balfour could see that the hand that held the paper shook as he read it .	1867	bl606116
with tobacco|onions	reeking		lord wdio can stand the worry ? doesn ' t Lord Spireton know of any one ? Really I should not like Colonel L lord to be victorious , after all ! That is the only reason I have for going on ; but your idea is not bad : I ' ll think about Next market - day he returned home thoroughly tired and wet through : he sat down exhausted in his wife ' s dressing - room , crying despairingly , I cannot stand this any longer : for four hours I have been shaking hands with warm farmers , in an atmosphere reeking with tobacco , onions , and Why do you ? Really , the prize is not worth I must , if I want to win .	1864	bl606128
of stale tobacco smoke	smell		This room , which Avas a sort of smoking smoking and refreshment room , Avas much frequented frequented by young gentlemen of an evening , which fact was on this occasion plainly attested attested by empty - bottles that had once contained contained Bass ' xxx , and soda water , and tumblers , tumblers , in which the dregs of these liquids remained , as well as by the ends and ashes of cigars , strewn on the sloppy table , and a smell of stale tobacco smoke .	1862	bl606162
withered nosegays|of tobacco - smoke	smelling	vilely	83 the filthy bannisters ; Peg Woffington don ' t refuse refuse a favour when she can grant it , and sorry a rival does she fear Up the littered staircase , where cabbage - stalks and withered nosegays tripped the arched feet of the great actress , into a parlour smelling vilely of tobacco - smoke , and used as a sitting - room and dressing - room , running over with heterogeneous clothes , play - books and play - bills , gilt crowns , and nun ' s beads , and cards of invitation , with a cleared corner of the table , on which lay fragments of bread and cheese , at which the occupant of the room was still munching ; not too untidy or unsavoury unsavoury a snuggery for Peg Woffington , who was picked up by Argus - eyed Madame Violante humbly washing clothes at the side - current of the Liffey .	1862	bl606191
of tobacco	odour	strong	But gradually she became conscious of a strong odour of tobacco , which almost stifled her , and apparently there was a dense smoke in the room , for though it was well lighted , objects looked dim and indistinct .	1867	bl606230
of tobacco	odour	pervading	With a trembling hand , she attempted to open the further door ; very gently and timidly she did so , and succeeding at last , found a second room Avell lighted , and with a pervading odour of tobacco .	1867	bl606230
the stale tobacco tobacco	smelling		Two circumstances alone enabled Honor in that dreary upper chamber , smelling of the stale tobacco tobacco used by a very inferior class of gentlemen gentlemen and displaying in its dingy furniture furniture and generally shabby gentility unfailing evidences of Avear and tear as well as of slovenly and uncleanly habits â   two circumstances alone enabled Honor to bear Avith tolerable patience the MEA CULPA .	1868	bl606245
of beer|stale tobacco	smell		That large tavern - room , with its smell of beer and stale tobacco ; the rough , strange - looking people about the place ; the policemen , a class with whom she had never 36 AT THE BAR .	1866	bl606246
of tobacco	odour	strong	Edmund escaped to the stables after dinner , and only re - appeared very late in the evening ; bringing Avith him a strong odour of tobacco .	1862	bl606252
of pomatum|sauerkraut|gas - meters|stale tobacco - smoke	smell|odours	wavering|mysterious|potent|drowsy	7 indulged in ( the major part of the smoke finding its way up the coat - sleeve ) , with the reluctantly extorted consent of the young ladies who have nerves , and the pettish old gentlemen , and , above all , a wavering , mysterious , but potent smell , a drowsy compound of the odours of pomatum , sauerkraut , gas - meters , and stale tobacco - smoke , told me that I had crossed another frontier , and that I was in Germany - ? The train being once more in motion on its way ( south this time ) towards Cologne , I perused my passport by the light of the carriage lamp , and saw where its virgin blueness had been sullied by the first patch of printing ink , scrawled writing , and sand , forming a visa .	1859	bl606255
of stale tobacco - smoke|onions|cucumbers|vodki	odour	reeking	See them in their shabby uniforms , with their pale , degraded faces , and their hideous blue cotton pocket - handkerchiefs pocket - handkerchiefs with white spots : mark their reeking odour of stale tobacco - smoke , onions , cucumbers , and vodki : watch them scrawling over their detestable printed forms â   forms printed on paper that Mr .	1859	bl606255
confectionary|bonbons|goldenleaved goldenleaved tobacco|Schiedam	perfumes		The annual supply of the richest silks , satins , velvets , laces , muslins , and numerous articles of female attire , together with boots , shoes , slippers , confectionary , bonbons , goldenleaved goldenleaved tobacco , Schiedam , perfumes , and a whole host of miscellaneous European articles , of which His Highness ' s associates , Messrs .	1866	bl606271
tortoise - shell casket|of tobacco	odorous		tortoise - shell casket , emptied of its contents , but still odorous of tobacco ; a fat little porcelain mandarin ; a rilver idol about the size of a walnut , sitting cross - legged on a pedestal ; a fan and head - dress of Mexican featherwork featherwork ; an elephant - tusk elaborately engraved ; a piece of polished green marble , labelled ' from Hadrian ' s villa at Tivoli ; ' some curious shells ; a string of silver coins from the Greek isles , and a flat volume in a wrapper of silk brocade , which proved to be an Oriental poem , written on vellum , and gorgeously illuminated .	1865	bl606316
of tobacco	smell		' Dislike the smell of tobacco ? ' growled uncle Alex ander , interrogatively .	1865	bl606316
of tobacco smoke|a string of beads	whiff		their country ' s honour , they only prove themselves inferior inferior to barbarians , with whom a whiff of tobacco smoke , or a string of beads , gives not merely binding force , but sanctity , to such obligations .	1862	bl606319
their|tobacco	stinking|stinking	stinking|stinking	' Into his very face they blowed their stinking tobacco , which they knew was very distasteful to him ; and in the way where be was to go , just at his feet , they flung down pieces of their nasty pipes .	1866	bl606322
of punch|of tobacco	odour		An odour of punch and of tobacco stole across her senses as she thought that , at that hour the following night , she should no longer be her own ; that he would 3 J CHAPTER II .	1865	bl606352
the tobacco	fragrant|fragrant	fragrant|fragrant	Outside of this , toward the meridian of Havana , the tobacco is less fragrant , but of fine colour , and the latter quality gives it the preference with foreigners .	1860	bl606441
cotton|hemp|tobacco|plants|drugs	aromatic|aromatic aromatic|aromatic	aromatic|aromatic aromatic|aromatic	The products are grain , cotton , hemp , tobacco , and aromatic aromatic plants and drugs .	1860	bl606441
flowers|dye|cotton|rice|flax|hemp|tobacco|indigo	scent	every	above the sea ; and besides these grains , the warmer plains and valleys produce flowers of every scent and dye , cotton , rice , flax , hemp , tobacco , and indigo , with every variety of cucumber and melon .	1866	bl606463
of tobacco	smell		He has to see patients to - night ; and they can ' t bear the smell of tobacco by their The impatient youths waited with their cigar - cases by their sides .	1862	bl606470
of tobacco - smoke	smell		He brought a smell of tobacco - smoke with him .	1862	bl606470
fumes of tobacco - smoke	reek	faint damp fever -	Onward , and down beneath the great black yawning arch , to where he could hear voices , while above the faint damp fever - reek of the place , came the fumes of tobacco - smoke .	1868	bl606520
from thousands of tobacco - pipes	fumes|fumes	stale	Putrid remains of castaway castaway animal and vegetable stuff , which needed no broom to make it move on â   the stale fumes from thousands of tobacco - pipes â   the scattered ejections of the pulp and liquid from their everlasting betel , and other nameless abominations , still more disgusting , which strewed the floor â   and if to this be added the exudation from the bodies of a crowd of never - washed convicts , encouraged Chap .	1862	bl606530
of tobacco	smell		And then she used to let him smoke in the breakfast parlour when she was giving me my music lessons ; and I should like to know who could play cinquapated passages in time , with the smell of tobacco in their nose , and a fidgetty young man reading a crackling newspaper , and killing flies with his pocket handkerchief against the window .	1863	bl606553
of tobacco	smell		The smell of tobacco is felt everywhere , above , below , and at all hours .	1862	bl606564
of tobacco	smelling	strongly	He Avas a large fat man , using many curious words ; he Avas good - natured , and he gave each of the children a quarter of a dollar , every piece smelling strongly of tobacco .	1868	bl606571
of tobacco	whiffs	long	Bullen was sitting on a bench outside the inn where he usually put and spent the hours which intervened between his arrival and departure in short siestas and long whiffs of tobacco .	1863	bl606584
of the excellent tobacco	fragrant|fragrant	fragrant|fragrant	Clouds of the excellent tobacco , for which Dennison was famed , made the room fragrant , but not close , for all the windows were wide open , and a freshness 34 ARCHIE LOVELL .	1866	bl606589
coffee|his tobacco - pouch	fragrant|fragrant	fragrant|fragrant	Then he drew his most luxurious arm - chair beside the window ; put his feet up on another ; and with the fragrant coffee and his tobacco - pouch on the table by his side , set himself to think again .	1866	bl606589
of tobacco|tobacco	odour	slight	As if indeed that thing would do , which everybody has seen , and when the so - and - so ' s will be there , who give themselves such airs because they are just out from England , and the somebodyelses , somebodyelses , who have just got their box out , which is the next best thing ! Of course the monster subsides , as in duty bound , and retreats to his own room , which presently begins to give forth a slight odour of tobacco , tobacco , and from which a pop , something like the opening of a soda water bottle , is probably heard , accompanied by a splutter , the result of a furtive effort to open it gently â   blundered of course by that ass of a servant ! This , it should be remembered , is an individual case â   we should be very sorry to represent it as a specimen of Anglo - Indian manners generally .	1862	bl606591
of tobacco smoke	reek		The atmosphere was so laden with tho reek of tobacco smoke that Tom Kiug felt once or twice as though it would be utterly impossible for him to resist clearing his lungs by a slight cough .	1868	bl606637
of tobacco	smell		Effie could endure no more ; she hated the smell of tobacco , and Herbert hitherto had humoured her by taking his smoke out of doors .	1866	bl606645
gold|ivory|ostrich feathers|gum|coffee|tobacco|spices	aromatics|perfumes	of all	They bring all that belongs to the regions of the sun â   gold , ivory , ostrich feathers , gum , aromatics of all sorts , coffee , tobacco , spices , perfumes , with the numerous slaves which mark the degradation of the human species in those favoured countries .	1860	bl606649
of fried fish|steaming punch|tar|tobacco smoke	smells|aroma	villanous|vile	Look The windows were open , and exhaled a villanous compound of vile smells â   the aroma of fried fish , steaming punch , tar , and tobacco smoke .	1867	bl606654
the fumes of tobacco	reeked		The air reeked with the fumes of tobacco .	1867	bl606654
of tobacco	puffing|whiff		Beg Pemberton Pemberton to come here , and leave us to talk Read that , said Balfour , as he smoked on , now and then puffing a whiff of tobacco at his terrier ' s terrier ' s face â   that , and tell me what you say to Though the lawyer made a great effort to seem calm and self - possessed , Balfour could see that the hand that held the paper shook as he read it .	1866	bl606665
the steam of roasting meats|of beer and tobacco	odors		The public - houses were crowded with visitors , visitors , and the steam of roasting meats , mingled with the odors of beer and tobacco , saluted the nostrils in every quarter .	1864	bl606673
tobacco -	scented|scented	scented|scented	It was really the reverse of unpleasant , he found , to exchange the solitude and general dinginess of his tobacco - scented lodgings for a social fireside .	1860	bl606682
of tobacco	aroma	fine	There were couches and comfortable chairs in profusion , and a fine aroma of tobacco pervaded every - thing .	1864	bl606700
fumes|fumes of tobacco	fumes|fumes|odors	fishy	It was so unpleasant on deck , that , immediately after supper , we had lighted our cigars and closed the cabin doors , to smother with the fumes of tobacco the fishy odors from the shore .	1864	bl606703
gaudy cotton gowns|of tobacco and whiskey	odour		Neddy Nogherâ   the half - blind fiddler , with white eye brows and eye - lashes â   and Jack Mulligan , the whole - blind piper , sat near each other at the head of the ball - room , now and then exchanging low words of conversation , and uttering mysterious chucklings ; while the young ladies of the party were ranged modestly all together , in a line against one of the walls , arrayed in all the splendour of new and gaudy cotton gowns , and waiting to be bowed out of their seats by the gallant youths who formed an opposition line of attraction ; there were , besides , knots of elderly and married women , who had come to look on and gossip together ; and pervading the atmosphere atmosphere strongly was an odour of tobacco and whiskey , for Neddy and Jack liked pipes and poteen , and , whenever the dancers paused to rest themselves , each musician regaled himself himself to his heart ' s content .	1866	bl606710
of tobacco|onions|burnt ghee	smells|foul|foul	unholy|most offensive|foul|foul	â   The Jackos began their row about four this morning : and soon came unholy smells of tobacco , and onions , and burnt ghee ( most offensive ) , and Ess : Blacky , and foul things generally .	1859	bl606721
Bulk|Tobacco	scented	sweet	2 It is evedent in Holland itself they are so little in love with Bulk , that the Government there have laid a duty on every hundred pounds of Bulk Tobacco equal to a Hhd of Tobacco 3 If all were bulked , then all Tobacco would be uncertain , so all the choiceness of the Trade would be lost in the common evil , whereas now by the care in Hhds by sorting , and other parts of Industry , there is in Holland 2 or 3 Stivers difference between Tobacco & amp ; Tobacco which is very great , & amp ; the fame in sweet scented , but lay all in Bulk & amp ; all crops of Honour will thereby be totally lost 4 If all were bulked from Virginia & amp ; Maryland , it wou ' d be difficult so to order it , as to distinguish the several properties in a Ship , for from the Method of Antegoa & amp ; the West Indies , the practice of Bulk Tobacco came up , and in those parts all Ships are freighted by single proprietors , or two at most in a Ships whole lading ; which could not be so well in Virginia and Maryland 5 If all were Bulkt , it would be subject to thrice the damage by water , by plunder , by being moweburnt ( as its termed ) which often happens to a whole Ships lading from Antegoa and sometimes sometimes to considerable bodies of Tobacco from Virginia , & amp ; Maryland , and some Ships have been burnt , as late experience hath shewn An Essay on Bulk Tobacco .	1866	bl606745
of tobacco	smell|sniffing		Wena was overjoyed to see him , and she loved the smell of tobacco , and had often come sniffing about on the hearth - rug ( or the bit of baize that did for it ) to know whether it was true that a big man â   a mastiff of a man , they told her â   had succeeded succeeded in abolishing it ; now , seeing the blue curls quivering nicely , she jumped upon his lap ; and , VOL .	1866	bl606764
of tobacco	smell	somewhat strong	172 Miss Salter ' s mother were so different to anything she had imagined , that she could not find anything to say ; but she sufficiently recovered her powers of observation to notice that there was a somewhat strong smell of tobacco in the room .	1864	bl606783
of tobaccosmoke	smell		209 men with their sporting slang and smell of tobaccosmoke tobaccosmoke to intrude their confidences on her with such odious familiarity ? But she remembered that they were Lord Fitz - John ' s friends , and that he had virtually introduced them â   yes , they had a kind of right to her after all .	1867	bl606793
of ' baccy|tobacco	smell|smelt		And you mean to say the smell of ' baccy won ' t make you ill ? ' ' It won ' t be the first time I have smelt tobacco / said Alinna , thinking of Lord Fitz - John .	1867	bl606793
of tobacco	smell		' Felt for her indeed ! What an odious man ! And how fearfully he had made the room smell of tobacco ! Minna was too much displeased to vouchsafe vouchsafe an answer â   displeased not only with the captain himself , but with Amy , who , in evident unconsciousness of his demerits , had lit the candles in his honour and was complacently pouring him out a breakfast - cupful of tea as for a welcome and privileged visitor .	1867	bl606793
of spirits and tobacco	odour	such	presented such an odour of spirits and tobacco to the senses , that had they not been pretty well accustomed to it , would have gone near to choking them .	1861	bl606829
of tobacco	fumes|fumes|reeking	repulsive repulsive	Even Dolores smoked the cigarita , adding her share to the repulsive repulsive fumes of tobacco with which my unfortunate unfortunate chamber was soon perfectly reeking .	1859	bl606866
fumes of tobacco	odorous|odorous	odorous|odorous	The soup was ladled out , the sausage was sliced , the long brown loaf was cut into hunks ; the little children ran about full of beans and cabbage , and yelping for joy ; gufps were taken from bottfes containing wine not much worse , I fancy , than that we got aft ; and then the fumes of tobacco became odorous , and I marked the hatchet - faced man in black baize stealthily slipping about and offering cigars for sale â   three for a sou .	1866	bl606873
of tobacco	smell	perceptible	With the bones were found a stone hatchet , a beautiful arrow - head , and a pipe , and strange to relate , the smell of tobacco about the pipe was perceptible for several hours after the exhumation .	1867	bl606897
his tobacco - smoke	smelling		She followed him into the garden â   sometimes sometimes to ask for the privilege of smelling his tobacco - smoke ; sometimes to beg for a lock of his hair , or a fragment of his ragged old dressing - gown , to put among her keepsakes .	1859	bl606926
tobacco	smelling|smelling	tobacco - smelling|smelling	In this train I secured a seat among the tobacco - smelling and tobacco - chewing travellers , travellers , and was not a little surprised to find myself whirled along down the middle of a crowded street , to the menacing danger of scores of ragged little boys .	1864	bl606928
of bad tobacco|brandy	reeking		It was a dirty , comfortless place , frequented only by fishermen , and reeking of bad tobacco and brandy .	1863	bl606966
of bilge - water|cooking|tobacco|bad air	odor		The odor of bilge - water , cooking , tobacco , and bad air , was constantly assailing our nostrils .	1867	bl606969
of tobacco|gin	reeking|smell		of all the queer places I have put up at , this was certainly the queerest ; a sort of village farmhouse with a long garden in front , and when you got inside it , exceedingly low and stuffy rooms , and reeking with the smell of tobacco and gin , for it is the head - quarters of the ship Captains who put into the Bay during contrary winds , or in stress of weather .	1867	bl602013
of tobacco|of whiskey	fumes|odours		The oysters gone , the shells were removed ; and soon the fumes of tobacco and the odours of whiskey again pervaded the apartment .	1861	bl602017
of tobacco	odour		odour of tobacco , is looked upon as a a and a duck by the class of delicate sentimental young ladies , to which you do not , I feel sure , belong .	1859	bl602034
of damp earth|stale tobacco|bad spirits|beer|garlic|wet clothes	odour	mingled	preceded us , and wrere crowding the inner rooms , some of the lower class having even had the courage to seat themselves themselves at the table ; a most sordida mappa covered it and the greasy tumblers and mugs , bent and broken , and blunted knives and forks , which were set round , mingled with clay pipes , were in character with the repulsive dishes laid ready for the expected guests ; the atmosphere reeked with a mingled odour of damp earth , stale tobacco , bad spirits , beer , garlic , and wet clothes ! We looked in to the other as they had the audacity to denominate them , and found a precise counterpart : to give our readers a faint idea of either of these places , let them be good enough to imagine a mud hovel with a mud floor , the entrance being bice that of a barn , and divided into cocina and comedor ; in the latter , at the farther end , beyond the dining - table we have already described , was a broken - down wooden staircase leading to a rough story above ; in the former division , one corner was occupied by a peat fire , over which two or three lusty peasant men and women , in a sort of savage deshabille , and with bare legs and feet , were busy cooking .	1866	bl602052
tobacco	scented|scented	scented|scented	I followed my friend across the little hall into the bare , tobacco - scented , bachelor sittingroom .	1868	bl602063
of tobacco	odour	strong	He was shown into the carriers ' room , across the yard , where the fire is low , and the odour of tobacco is strong .	1867	bl602082
garlic|of tobacco	odor	strong	As soon as high mass began , the ^ chanting ceased , and above our heads in the organ - loft a number of stringed and wind instruments instruments discoursed most eloquent music ; about us , much garlic and little piety , with strong odor of tobacco .	1868	bl602084
the hunk of black rye - bread|tobacco smoke	reeking|reeking	reeking|reeking	house parlour , and , indeed , not a whit better than a London tap , with his clasp - knife in one hand and the hunk of black rye - bread in the other , amid the reeking tobacco smoke , eating and gossiping gossiping away , with the master - tradesmen , or lawyers , or doctors , or government clerks , who have all left their business on the same errand , only an hour or so after the commencement of the day ' s work .	1865	bl602125
of beer and ale|of spirits|the fumes of tobacco	odours|smell|scent	faint|strong	Above all , the customary customary odours were wanting ; the faint smell of beer and ale , the strong scent of spirits , the fumes of tobacco ; none of them agreeable to a nice sense , but decidedly missed with a feeling akin to disappointment .	1862	bl602129
of tobacco	smell	stupifying	The people themselves , used to these stupifying exhalations , crassoque sub aere nati , take to it naturally , â   in fact , we doubt if they would consider consider the air worth breathing if uncharged with the smell of tobacco .	1866	bl602130
the tobacco - smoke|its	odour	reeking|nauseating	As soon as the winter sets in , curtains and carpets are produced : as for the former , the evil they bring in their train , or rather in their folds , arises from the tobacco - smoke which impregnates them , and sends forth its reeking odour with nauseating effect ; with respect to the latter , they 183 PROVISIONS .	1866	bl602130
of Beer and Tobacco|Cupboards	smelling		Within Doores , everie Room smelling of Beer and Tobacco ; Cupboards broken open , etc .	1866	bl602166
of tobacco	smell		Do you want to smell of tobacco all day long , I don ' t mind ; I rather like it ; only it gets into one ' s hair Perhaps you ' d like a & # 34 ; Don ' t be absurd .	1868	bl602174
of tobacco|of pigeons	smell		293 over the Bible , and that little bright window with the fly - marked blind flapping in heat , and the smell of tobacco from the benches below , and the lazy hum of voices , and cooing of pigeons .	1866	bl602177
from thousands of tobacco - pipes	fumes|fumes	stale	Putrid remains of cast - away animal and vegetable stuff , which needed no broom to make it move on â   the stale fumes from thousands of tobacco - pipes â   the scattered ejections of the pulp and liquid from their everlasting betel , and other nameless abominations , still more disgusting , which strewed the floorâ   and if to this be added the exudation from the bodies of a crowd of never - washed convicts , encouraged Chap .	1860	bl602195
of herbs and stuffs|of coffee and tobacco|incense	scent|aroma|odour	peculiar|almost overpowering	Other sights and sounds we might mention , some not quite so pleasant but peculiarly Eastern ; and we should not forget to note the peculiar scent of herbs and stuffs , which , mingled with the aroma of coffee and tobacco , was sometimes almost overpowering in the little covered streets ; and one odour that went up regularly on Sunday mornings in the Moorish quarter that was not incense , and which it took us a long time to discover the origin of â   an Arab branding his donkeys with his monogram ! Chap .	1868	bl602201
of henna|a flavour of coffee and tobacco	scent	strong	There is too much scent of henna , too strong a flavour of coffee and tobacco , there are , in short , too many of the comforts of life ; we had better be off to the hills , where the air is cooler , and where we can live a free life under canvass for a while .	1868	bl602201
of tobacco and spirits	breezes|odours|reek	sorts of|oppressive|oppressive	& gt ; Edith had been brought up in the fair and open country , amidst health - giving breezes , and now the atmosphere of aa attic in Jonathan Wild ' s house , in Newgate Street , to which imperceptibly to the eyes , but not to the senses , ascended all sorts of odours , mingled with the reek of tobacco and spirits , was inexpressibly oppressive to Edith .	1861	bl602204
of tobacco	smell		He has an asthmatic complaint , which renders him unable to smoke , or even to endure the smell of tobacco .	1859	bl602223
of bad tobacco - smoke|brandy - flavoured human breath	odours|stench|reeked	enervating sweet	Here were no viciously - attractive pictures on the walls â   no enervating sweet odours in the atmosphere â   no contrivances of ventdation to cleanse away the stench of bad tobacco - smoke and brandy - flavoured human breath with which the room reeked aU night long .	1861	bl602344
of hot grog|of tobacco smoke	reek		It might have been that the worthy and simple - hearted gentleman gentleman had been unduly stimulated by the reek of hot grog , which M harmonious association with a heavy mist of tobacco smoke , now fiUed the room ; or it might have been that the second brew of the Squaw ' s Mixture had exceeded half a glassfull glassfull M quantity , had not been diluted to the requisite weakness , weakness , and had consequently got into his head ; but , whatever the exciting cause might be , the alteration that had taken place smce nMe o ' clock , in his voice , looks , and manners , was remarkable remarkable enough to be of the nature of a moral phenomenon .	1861	bl602344
tobacco	odour	mere	said the invalid , coughing , for Gridley ' s clothes were impregnated with tobacco , and the mere odour excited the irritability of his lungs ; I am better ; a month ' s rest will see me strong again .	1860	bl602349
of tobacco	smell	more stifling	repeated , or rather snarled the old soldier ; why , living here in these cursed lodgings , where the air is more stifling than in India â   where I can ' t smoke my pipe in peace , because the landlady detests the smell of tobacco .	1860	bl602349
cloud of tobacco - smoke|of ale|gin|brandy - punch	reek		There a crowd of persons sat drinking ale or hot punch , and smoking vigorously ; and from the room , as the door opened occasionally , a confused clamour of tongues , or a droning song or lusty chorus , and a cloud of tobacco - smoke , and reek of ale , and gin , and brandy - punch , escaped into the outer hall , till the door was shut again .	1865	bl602353
of tobacco	odours		There was no one in the room â   besides one of the men in charge , who , with odours of tobacco floating floating around him , and Bell ' s Life in London , showed how little he prized the rare things he guarded â   except a lady , who was kneeling kneeling down beside a little sacrificial altar , which , though green with verdigris , and time - stained , had in it a symmetry of form and decoration , which she was trying to sketch on a little drawing block which she held .	1863	bl602429
of the finer kinds of the tobacco	odour	very delicate	Many of them are allowed to enjoy the luxury of smoking ; for this habit is not considered considered unbecoming in a female , however high her rank ; the odour of the finer kinds of the tobacco used in Egypt being very delicate .	1860	bl602497
tobacco	smell		The courtiers , I believe did not smoke , ancl he did not like tobacco , indeed I can ' t abide the smell , except in snuff â   the kind you know you bring me sometimes ; but he would not be different from the other officers about him , and so he did smoke ; though , my dear father told me , always sparingly ; and so , clear WiUiam , here it is , and I bave had your name placed underneath , and you can take it with Hereupon the tea and muffins entered , and after a time the conversation took another turn .	1866	bl602499
of essences|restoratives|of recent tobacco fumes	odour|smell	faint|sickly	The morning sun Avas carefully excluded ; a faint , sickly odour of essences and restoratives mixed Avith the smell of recent tobacco fumes ; on the chair still lay the .	1868	bl602518
of stale tobacco	odour	sufficiently perceptible	There was a small fire in the grate ; and the window was partly open , probably in order to remove remove the odour of stale tobacco , which was still sufficiently perceptible .	1862	bl602525
their|tobacco -	fragrant|fragrant|reek	fragrant|fragrant|rank	Clive and Warren Hastings were shut up inside the slate - coloured caravan , Avhile Messieurs Mobbs and ChigAvood brought up the rear , defiling the fragrant air with their rank tobacco - reek .	1864	bl602535
It|of tobacco smoke|ardent spirits|burnt bones	smell	strange	It had a strange smell , that place ; a mixture of tobacco smoke , ardent spirits and burnt bones .	1866	bl602557
Their tobacco	fragrant|fragrant	fragrant|fragrant	Their tobacco , though it bore no higher rank than that of caporal , was plentiful and fragrant .	1862	bl602572
the tobacco|narcotics	aromatics		But the evidence evidence fails us which should prove that in the case of the pipe , as in that of the pouncet - box , the tobacco only came as a substitute for older aromatics or narcotics , similarly employed .	1862	bl602575
of tobacco and boiled greens	smell	permanent	Through a passage whose walls were shiny with the friction of dirty coat - sleeves , they entered the public room â   a square scantily * furnished apartment , apartment , with a carpetless floor plentifully sprinkled with saw - dust , and an atmosphere impregnated with a permanent smell of tobacco and boiled greens .	1867	bl602651
tobacco	reek	-	Ah , how the remembrance shut out the present and opened up the long , long vistas of the past ! He was no longer the baldheaded , baldheaded , grizzle - bearded , stout elderly man ; he was young Bowker , from whom so much was expected expected ; and the common tavern - parlour in which he was seated , with its beer - stained tables and its tobacco - reek faded away , and the long dusty roads of Andalusia , the tinkling bells of the mules , the cheery shouts of the sunburnt arrieros , the hardearned hardearned pull at the hota , and the loved presence , now vanished for ever , rose in his memory - .	1866	bl602670
shag - tobacco	smelling|smelling	evil - smelling|smelling	with a cargo of happy excursionists , excursionists , and which anives in port at irregular intervals varying varying from one to three , laden with leaden - coloured men and hopelessly - bedraggled fainting women ; the William and Ellen , in Avhich you go out to catch codling and plaice ; and all the other little craft usually stationed on the beach â   have been bodily removed , their OAvners and touters are drinking rum and smoking shag - tobacco in evil - smelling little public - houses , and then * customers have no notion of putting them into requisition .	1865	bl602694
of tobacco - smoke	smell		Boppy ; little thinking of the unrevealed misery that wretched convivialist was enduring on account of his being unable to rid the window - curtains window - curtains of the smell of tobacco - smoke , by which Mrs .	1865	bl602694
