Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of an extin - guished tallow - candle	aromatics|stench		Vomiting ; sneezing ; the application of cupping glasses , or aromatics to the pit ot the sto - mach ; the stench of an extin - guished tallow - candle , and many other remedies , have occasionally been resorted to with success .	1802	wi18796
a packet of Christmas candles|a	scent		They bought her a pink silk handkerchief , a pair of blue and white vases , a bottle of scent , a packet of Christmas candles , and a cake of soap shaped and coloured like a tomato , and one that was so like an orange that almost any one you had given it to would have tried to peel it — if they liked oranges , of course .	1904	wi22390
the two candles	snuffing		He could not get over the initial failures in his scheme for advancing his suit , and hence he did not know that he was eating mouthfuls of bread and nothing else , and continually snuffing the two candles next him till he had reduced them to mere glimmers drowned in their own grease .	1887	wi17168
the smoke of a tallow candle	smell		For the smoke of a tallow candle ceases to smell , when it begins to shine , i .		wi17220
the candles	snuffing		' Mr Venus , would you make yourself useful , and take a seat beside me , sir , for the conveniency of snuffing the candles ? ' Venus complying with the invitation while it was yet being given , Silas pegged at him with his wooden leg , to call his particular attention to Mr Boffin standing musing before the fire , in the space between the two settles .	1865	wi17230
of a tallow - candle	smell		Upon my honour , my good sir , I have never been able to bear the smell of a tallow - candle since .	1815	wi15047
of the fir - wood and wax - candles	odour|fragrance	pregnant|dear	In many homes , father or grandfather tell the children while sitting in the gloaming in the Christmas - room , filled with the pregnant odour of the fir - wood and wax - candles — a fragrance dear to every German — how it used to be when they were children , and listened with a beating heart for the sound of the bell which would admit them to all the joys and splendour dreamt of for so long .	1892	wi15157
of a tallow candle	smell	homely	""""""" """" ' N look , John , you can take its string off , ' n it comes in two ! """" Eddy cried , tugging feverishly at the cord ; """" ' n it can ' t frighten anybody to death then , ' n I ' m touching it ! """" The homely smell of a tallow candle rose , and the two halves of the turnip came apart ."""	1907	wi15394
of a candle	snuff|snuff		""""""" It is a very common saying in Kent that he , or she , went off in , or like , a snuff , """" meaning the snuff of a candle ."""		wi28125
of candles	snuffing		Constant trimming or snuffing of candles was a necessity until obviated by the modern methods of candle manufacture , and the snuffers consisted of a pair of scissors with a closed box forming a receptacle for the charred wick cut off ; the snuffers usually had three small feet which allowed them to stand on a tray .	1911	wi28253
of fir - balsam|of tinsel|smudge of toy candle	whiff		If you don ' t like Christmas stories , don ' t read this one ! And if you don ' t like dogs I don ' t know just what to advise you to do ! For I warn you perfectly frankly that I am distinctly pro - dog and distinctly pro - Christmas , and would like to bring to this little story whatever whiff of fir - balsam I can cajole from the make - believe forest in my typewriter , and every glitter of tinsel , smudge of toy candle , crackle of wrapping paper , that my particular brand of brain and ink can conjure up on a single keyboard ! And very large - sized dogs shall romp through every page ! And the mercury shiver perpetually in the vicinity of zero ! And every foot of earth be crusty - brown and bare with no white snow at all till the very last moment when you ' d just about given up hope ! And all the heart of the story is very , - - oh _ very _ young ! For purposes of propriety and general historical authenticity there are of course parents in the story .	1920	wi28442
of the candles|the incense Herbules|it	perfume|smell		Remember the perfume of the candles and the incense Herbules used in celebrating the Black Mass ? I ' d come home from New York last night , and was getting ready for a drink before I went to bed , when I began to smell it .	1938	wi28531
the consecrated candles|them	snuffed		Three times with slow and measured steps he walked round the room , examined the consecrated candles , and snuffed them : he then threw off his cloak , unfolded a shaving apparatus , and took from it the razors , which he sharpened on a large leather strop hanging to his belt .	1813	wi28819
innumerable rolls of|of the dry rot|from damp cloaks|fester - ing|ing umbrellas|the coarsest tallow candles	odour|scent|exhalations|ing|ing	agreeable|various	They are , for the most part , low - roofed , mouldy rooms , where innumerable rolls of parchment , which have been perspiring in secret for the last century , send forth an agreeable odour , which is mingled by day with the scent of the dry rot , and by night with the various exhalations which arise from damp cloaks , fester - ing umbrellas , and the coarsest tallow candles .	1836	wi3217
of the candle	snuff		The fire had not then burnt unusually low , nor was the snuff of the candle very long ; the candle , however , had been blown out .	1890	wi3260
pair of tarnished candlesticks	snuffed		‘ Barnaby ’ s late , ’ John ventured to observe , as he placed a pair of tarnished candlesticks , some three feet high , upon the table , and snuffed the lights they held .	1841	wi3478
spent candle	stinking|stinking	stinking|stinking	""""""" Such love is a stinking spent candle , a diamond fallen into the dung - heap ."""	1925	wi3601
of wax candles|of incense	smell|perfume		The square reeked with the smell of wax candles and the perfume of incense .	1903	wi20094
Cyprinn Birds|candles|their	odorous|odorous|fumes	odorous|odorous	Cyprinn Birds , avesCypr ' tcte , or avicula Cyprice , is a denomina - tion given to a kind of odorous candles , made of the matter 1 of troches , and burnt for the fake of their fumes , called alfo from their figure bacilli , or flicks .		wi20103
the|the candle	snuffing		"""By many hunters it was deemed more difficult than """" snuffing the candle , """" another border pastime , which consisted of placing in the dark at any distance a lighted candle , and then putting out the flame with a single rifle ball ."""	1903	wi20274
a|a candle with a pair of snuffers	snuffing		97 ) he imitated snuffing a candle with a pair of snuffers ! The same popularity continued in the nineteenth century ; Kemble , Kean and Macready starred in it , and Mrs .	1925	wi24565
of temple candles|loose cotton wicks	reek	indescribable	His nostrils caught the indescribable reek of temple candles , loose cotton wicks burning but unconsumed .	1921	wi24998
of smoldering candle - wicks	stink	stifling	Dark passages , shots stabbing the obscurity , the stifling stink of smoldering candle - wicks , the tumultuous shouts and screams of fighting men — everything was pandemonium , sheer madness ! Of what he did or where he went Severn could afterward remember little .	1921	wi24998
candle|soap|glue	perfume		Other industries of a semi - chemical character are candle - , soap - , glue - , and perfume - making , and the preparation of india - rubber .	1911	wi11170
candles|ennui	perfume		"""An atmosphere of gas , candles , ennui , perfume , heat , and inane flatteries ! ah no , Madame — music is meant for silence , moonlight , vinepaths , summer nights — — — """" """" This is winter and firelight , a few arm - chairs and a great deal of street noise ; all the same , go back and sing me more ."""	1876	wi11204
of kvas|tallow candles|leather|a great pot of geraniums	smell		His house is of an old - fashioned construction ; in the hall there is , of course , a smell of kvas , tallow candles , and leather ; close at hand , on the right , there is a sideboard with pipes and towels ; in the dining - room , family portraits , flies , a great pot of geraniums , and a squeaky piano ; in the drawing - room , three sofas , three tables , two looking - glasses , and a wheezy clock of tarnished enamel with engraved bronze hands ; in the study , a table piled up with papers , and a bluish - coloured screen covered with pictures cut out of various works of last century ; a bookcase full of musty books , spiders , and black dust ; a puffy armchair ; an Italian window ; a sealed - up door into the garden .		wi11208
one of the candles	snuffing		Duke drew his gun and stepped in closer to the wall , snuffing out one of the candles .	1924	wi6007
the candles	snuff		He attempted also to snuff the candles , but was unsuccessful , and relinquished that ambitious post of courtesy after having twice reduced the parlour to total darkness .	1815	wi6054
bottle|doll ’ s candlesticks	scent		The mantelpiece boasted two plaster casts of classic subjects ; two lions , after Michael Angelo , also in plaster ; several china cats and dogs ; a china cottage , with & scarlet roof and a chimney much too large for it ; a scent bottle , and a pair of doll ’ s candlesticks .	1871	wi6423
the candle	stunk		First the candle burnt down in its socket and stunk : he did not notice it .	1871	wi6944
gas|oil|candles	smell		""""""" """" True , """" assented Kato , """" but why electric light ? """" """" Because no other is noiseless and entirely without smell ; think — gas , oil , candles , all betray their composition yards away ."""	1925	wi29181
the candles	snuffed		"""She paused , and stirred the fire , and snuffed the candles , and then she said , in a sounding whisper — """" Ghosts ! """" She looked at Miss Pole , as much as to say , she had declared it , and would stand by it ."""	1851	wi29302
those candles	snuff|snuffing		Hargrave , snuff those candles , will you ? ' ' They ' re wax ; they don ' t require snuffing , ' said I .	1920	wi29578
the candle	snuffed		Then , Louis said , at that very moment you took a pair of scissors from your pocket , and coolly asking them why they did not have a lamp down there , you actually snuffed the candle that stood on the table before you .	1914	wi2023
of the candle	snuff		She had a negro maid went into the room very late , and let fall some snuff of the candle upon the linen , so as by morning all the linen was burned to tinder , and the boards underneath , and some stools and a part of the wainscot burned and never perceived by any in the house , though some lodged in the chamber overhead , and no ceiling between .	1854	wi2757
the|the candles	snuffing		"""95 Clifford , ( as henceforth we shall , despite his other aliases , denominate our hero , ) who had thrown himself at full length on a bench at the far end of the room , and who seemed plunged into a sullen reverie , now looked up for a moment , and then turning round and presenting the dorsal part of his body to Long Ned , muttered , """" Pish ! """" """" Harkye , Master Lovett ! """" said Long Ned , colouring , """" I don ' t know what has come over you of late ; but I would have you to learn that gentlemen are entitled to courtesy and polite behaviour ; and so , d ' ye see , if you ride your high horse upon me , splice my extremities , if I won ' t have satisfaction ! """" """" Hist , man , be quiet , """" said Tomlinson , philosophically snuffing the candles — """" For companions to quarrel , ⁠ Is extremely immoral ."""	1830	wi5054
Candles	snuffs		Of this kind are those that Pliny speaks of , that terrene , pale , and buzzing fires presage tempests , Circles about the snuffs of Candles betoken rain ; if the flame fly turning , and winding , it portends wind .	1651	wi5556
"""of burning """" joss sticks , """" or incense candles|gums"""	fumes|fragrant|fragrant	fragrant|fragrant	"""The whole air was loaded with the fumes of burning """" joss sticks , """" or incense candles , made from powdered sandal wood , fragrant gums , etc ."""	1873	wi5804
candles|crucibles|lead pencils|patent iron dump - carts|compressed gas|glass|locomotives|railroad|iron|zinc|copper|boilers|foundry|chemicals|paints|oakum	perfumes		Among the products of the industrial establishments are soaps and perfumes , candles , crucibles , lead pencils , patent iron dump - carts , compressed gas , glass , locomotives , railroad cars , iron and steel , zinc , copper , boilers , planing - mill , foundry and machine - shop products , chemicals , paints , oakum , jewelry , and pottery .	1905	wi5840
of the candles	stink		out of the way , and had rather have had my windows broke , then the trouble and the stink of the candles .		wi1040
of a tallow candle	smell		""""""" Mamma , """" she said , """" my cousin will never bear the smell of a tallow candle ; suppose we buy a wax one ? """" And she darted , swift as a bird , to get the five - franc piece which she had just received for her monthly expenses ."""	1833	wi7303
candles|boot - oil	smell	highly offensive	""""""" It was quite a common occurrence in Dartmoor , """" says Michael Davitt , """" for men to be reported and punished for eating candles , boot - oil , and other repulsive , articles ; but , notwithstanding that a highly offensive smell is purposely given to prison candles to prevent their being eaten instead of burnt , men are driven by a system of half - starvation into animal - like voracity , and anything that a dog could eat is nowise repugnant to their taste ."""	1891	wi14403
The purplish - red wine|of hot , delicious spices|from the simmering cauldron|the half - dried newts|vipers|bat - wings|evil|nauseous|nauseous|nauseous herbs|of the black candles of pitch and corpse - tallow	odor|odors|nauseous|nauseous|nauseous|reek	less agreeable|nauseous|nauseous|nauseous	The purplish - red wine creamed delectably , and an odor of hot , delicious spices filled the hut , overpowering the less agreeable odors from the simmering cauldron , the half - dried newts , vipers , bat - wings and evil , nauseous herbs hanging on the walls , and the reek of the black candles of pitch and corpse - tallow that burned always , by noon or night , in that murky interior .	1938	wi14519
two kitchen candles|two	snuffed|snuffed		Knag slowly snuffed two kitchen candles on the counter and two more in the window , and then snuffed himself from a box in his waistcoat pocket .	1839	wi14953
of a candle	snuff		The snuff of a candle , the wick of a lamp , the bloom on a peach , the down on a butterfly .	1839	wi14953
the candles	snuffs		""""""" The pulpit is occupied by two fanatics , one of whom rants , while the other snuffs the candles ; the devil , in the gallery above , ridicules the proceedings by rasping , à la fiddle , the bars of a gridiron with a poker ; among the numerous congregation present we notice some attentive and interested listeners , whilst others evidently attend from mere motives of curiosity ."""	1893	wi16665
of a candle|of a pipe|of a boiling kettle	smell	good	She could picture the little , simple , homely , companionable activities of early evening the sputter of a candle , the good smell of a pipe , the steamy murmur of a boiling kettle .	1911	wi16843
of red herring|of sperm candles|of|of morning|the moss|wild flowers	odour|smell|scent	faint fresh	Henceforth , for the clean , sappy wood , the odour of red herring and the smell of sperm candles take the place of the faint fresh scent of morning in the dewy glade , where the moss and wild flowers send up their sweet kisses ; and we can almost fancy the giant shuddering as the ripping - saw tears at his vitals , or weeping , as the nails are driven , that forces him to embrace the oilman ' s or the chandler ' s distasteful wares .	1887	wi9207
a|candles	snuffing|snuffing|snuff|snuff		But Murdoch , with more true mirth than , perhaps , any of his compeers , has not that refined and brilliant lightness of manner , that grace , which I have described elsewhere as snuffing a candle in a way to make you feel that snuffing candles is the poetry of life , or taking snuff with a grace to witch the world with snuff taking .	1868	wi25216
of a candle	snuff		char ; the snuff of a candle ; tinder Golosgi , v .	1861	wi25623
those candles	snuff|snuffing		"""Hargrave , snuff those candles , will you ? """" """" They ' re wax ; they don ' t require snuffing , """" said I ."""	1848	wi10081
candles	snuff		"""Here is a lady complaining of the leaden - footed flight of time as marked by the water - clock : """" / / seems that the clepsydra has been filled up with the sea , To make the long , long night appear an endless night to me / """" The second line in the next example is peculiarly characteristic : """" Dusk comes , the east wind blows , and birds pipe forth a mournful sound ; Petals , like nymphs from balconies , come tumbling to the ground ? The next refers to candles burning in a room wnere two friends are having a last talk on the night before parting for a long period : """" The very wax sheds sympathetic tears , And gutters sadly down till dawn appears ? � � � This last is from a friend to a friend at a distance : """" Ah , when shall we ever snuff candles again , And recall the glad hours of that evening of rain t """" > A popular poet of the ninth century was Li SH , especially well known for the story of his capture by highwaymen ."""	1901	wi10200
candles	snuff		"""� � � This last is from a friend to a friend at a distance : """" Ah , when shall we ever snuff candles again , And recall the glad hours of that evening of rain t """" > A popular poet of the ninth century was Li SH , especially well known for the story of his capture by highwaymen ."""	1901	wi10200
a candle	snuffed		Some said he could hit a fo ' pence - ha ' penny at three rod ; some , that he had shot a swallow , flying , with a single ball ; some , that he snuffed a candle five times out of six at ten paces , and that he could hit any button in a man ' s coat he wanted to .	1891	wi10366
spent candle	breath|stinking|stinking	stinking|stinking	Love , without the fruit of children , is a flattened flower , a breath of wind flitting into the dark , an infidel act , a stinking , spent candle , a diamond fallen into a refuse - heap .	1919	wi10648
of burning twigs|of candles just blown out	smells	pungent|spicy	""""""" Another country , and more smells , — of burning twigs , pungent and spicy ; of candles just blown out ."""	1884	wi27090
of the guttering candle	stench		Then the sudden flare and stench of the guttering candle recalled her to her surroundings and made her crawl to the window , where the yellow light from a street lamp gave a faint gleam from the pavement below .	1897	wi27207
distilled|rum|candles|starch	perfume		There are minor manufacturing interests in tanneries , and in the manufacture of sweetmeats , malt and distilled liquors , especially rum , besides soaps , candles , starch , perfume , & c .	1911	wi27283
of a candle	snuffing		The snuffing of a candle with a ball , I first had an opportunity of seeing near the banks of Green River , not far from a large pigeon - roost , to which I had previously made a visit .	1831	wi27732
of candles|of frogs	snuffs		Besides there is reason to believe that we have the result of all the observations of these weather - wise sages in Aratus ' s Dioseme ' ta and Vergil ' s Georgics , such as those upon the snuffs of candles , the croaking of frogs , and many others quite as notable as the English farmer ' s living weather glass , ' his ' red cow that pricked up her tail ' — an infallible presage of a coming shower .	1908	wi21765
several candlesticks of massy gold|of aloes|ambergris|materials	smelled|scented|scented	sweet - scented|scented	I found a large place , well vaulted ; the pavement was strewed over with saffron ; several candlesticks of massy gold , with lighted tapers that smelled of aloes and ambergris , lighted the place ; and this light was augmented by lamps of gold and silver , that burnt with oil made of sweet - scented materials .		wi21889
vaporiser|toilet|china|candle|essence|pouri|essence	perfume|perfume|perfumed|perfumed|scented|scented|perfume	perfumed|perfumed|scented|scented	2 34 4 3 Shadobrow 85 8 23 7 12 9 Shadoliner 37 10 2 5 6 Shadomatte 37 10 2 5 6 Shadostick 45 6 12 6 6 9 three - in - one brush 57 6 15 10 8 6 three to get ready 84 23 1 12 6 2 II / 9 / / / 9 2 7 2 6 de luxe 2oz - atomiser ioz - refill ioz soap ( I ) ( 3 ) Fiery Jack ( 488 Fylde ) ointment 23 Flexazone ( 1 17 BPL ) ts4B tablets lOOmgm 250 19 1000 70 200mgm 250 37 Floris ( 468 F ) bath cubes ( 6 ) bathofloris powder tin - Oea Oea Oea jar Oea 6ea Oea 18 Oea 3ea Oea 6ea 7 9 4 5 S3 6 90 160 57 D 90 D 130 D 200 hair set hand cream lotion mouthwash perfume vaporiser set refill perfume and toilet water sprays gilt Limoges china perfumed candle refill pomander reviver essence pot - pouri reviver essence sachets scented , paper lace covered satin Flubron ( 969 Pfizer ) Fluoderm ( 179 BDH ) TS cream I5gm 8 plain I5gm 7 ointment I5gm 8 Folks ( 1 152 SK ) tDD 2oz Folvite ( 746 Lederle ) solution lOmils tablets 5mgm 1000 Folvron ( 746 Lederle ) elixir 4oz and l6oz Fracas ( Piquet ( 1446 Pearmoss ) ) perfume ^ oz 15 Oea ioz 34 ioT 44 loz 71 2oz 106 Freezone ( 655 ICC ) corn remover 18 Fresh ' n Clean ( 810 Maw ) refresher pads 1 1 Fujica ( 565 Hanimex ) projector , cine Fujicascope SMI â   Dual M3 â   cameras , still Compact 35 â   Mini Half and Drive â   Fujiehrome ( 565 Hanimex ) film R25 â   RT50 â   standard 8 â   Fungizone ( I 176 Squibb ) TS intravenous 50 , 000 i .	1967	jw268009
of a candle	snuff		â   In East Norfolk , a popular remedy was to take as much snuff of a candle as would lie on a sixpence and after mixing it with honey , swallow it at bedtime .	1932	jw268634
of|the candles	fmell	ftrong	""""""" For feveral years I """" have paffed reftlefs nights , and have feldom flept longer than from half an hour to an hour at a time ; """" but on the night of the general illumination for the """" viclory ot the 1 ft of June , I enjoyed a found and """" almoft uninterrupted fleep ; this I impute to my * ' having fat between four and five hours in a room """" with about twenty candles burning immediately """" before I went to bed , and to having had the fame """" number burning as long in my bed - chamber ; al - """" though the weather was warm , I felt a glow of heat ( 163 ) 14 heat on entering the chamber , with a ftrong fmell of """" the candles ; and as heat generally prevents my reft , I """" was pleafantly difappointed by a more comfortable """" fleep than I had had for fourteen years before ."""	1795	jw2614029
of the snuff of a candle	odours|smell	filthy	Abor - tion also may be caused by the corruption of the air , by filthy odours , and especially by the smell of the snuff of a candle ; also by falls , blows , vi - olent exercise , leaping , dancing , See .	1800	jw2614614
of a candle|of charcoal	smells|stench|smell	nauseous|ill	She ought al - so to avoid all nauseous and ill smells ; for sometimes the stench of a candle , not well put out , may cause her to come before her time ; and I have known the smell of charcoal to have the same effect .	1800	jw2614614
of candles	fnuffing		And its being free from the inconvenience and danger refulting from the fparks and fre - quent fnuffing of candles , is a circumftance of material im - portance , as tending to diminifh the hazard of fire , to which cotton mills are known to be much expofed .	1819	jw261388
of lamps|of candles	stink		The stink of lamps and of candles , espe - cially Aviien their flames are extinguished , operate ; like other vapours , though with less violence .	1815	jw2611077
the candles	snuff		The Forsaken of Lady Fortune snuff the candles â   Folly makes the concert â   and Time drops the curtain ! In a half - sportive , half - melancholy mood , we record this description of the tragi - comedy of human life .	1881	jw2617021
the candles	snuffs		â   The pulpit is occupied by two fanatics , one of whom rants , while the other snuffs the candles ; the devil , in the gallery above , ridicules the proceedings by rasping , ^ la fiddle , the bars of a gridiron with a poker ; among the numerous congregation present we notice some attentive and interested listeners , whilst others evidently attend from mere motives of curiosity .	1886	jw2617243
of candles	snuffs|snuffs		A clergyman of my acquaintance assures me that he seldom fails to cure agues among his parishioners by administering to them the snuffs of candles , which he takes care to have collected .	1871	jw2616195
of a candle	snuff		The very same remedy , the snuff * of a candle , is mentioned by Lind .	1871	jw2616195
flaming candles	odours	sweet	Arrived after much toil in safety at the bank , â   Watch , Edric , this night , â   said the traveller ; and still through the fitful gusts the fisher could discern a strange glorious light kindling up each glowing window , and hear pulses of most sweet chant , as hosts of angels with sweet odours and flaming candles ascended and de - scended from heaven in continual succession .	1892	jw2610439
candles	odorous|odorous|fumes	odorous|odorous	v , or avicula Cypr ' ue , is a deno mination given to a kind of odorous candles , made of the matter of troches , and burnt for the fake of their fumes , called alfo , from their figure , baculi , or flicks .	1786	jw2610737
candle	perfume|perfume|perfume|perfumed|perfumed|scented|scented	perfumed|perfumed|scented|scented	""") 16 9 / 9 family pack 24 - 2 7 Fennings ( 1307 Waterhouse ) gripe mixture 17 9 Ferromyn ( 218 Calmic ) """" B """" elixir 20oz 17 lea elixir 40oz â   """" B """" elixir 40oz â   Fidji ( Laroche ( 1415 Parim ) ) eau de toilette 2oz â   4oz â   - perfume 8oz â   Ioz 2oz 2oz ioz ioz de luxe atomiser refill soap ( I ) ( 3 ) Fiery Jack ( 488 Fylde ) ointment 23 6 Flexazone ( I 17 BPL ) ts4B tablets lOOmgm 250 19 Oea 1000 70 Oea 200mgm 250 37 Oea Floris ( 468 F ) bath cubes ( 6 ) â   bathofloris powder tin â   6 5 2 6 S3 90 160 57 90 130 200 225 ' 70 40 8 23 3 6 28 105 55 8 17 48 hair set hand cream lotion mouthwash â   perfume vaporiser set â   refill _ perfume and toilet water sprays gilt â   Limoges china â   perfumed candle â   refill _ pomander reviver essence â   pot - po u ri reviver essence â   sachets scented , paper â   ' ace covered satin â   D Flubron ( 969 Pfizer ) Fluoderm ( 179 BDH ) TS cream I5gm 8 Oea plain I5gm 7 6ea ointment I5gm 8 Oea Fujica ( 565 Hanimex ) projector , cine Fujicascope SMI â   Dual M3 â   cameras , still Compact 35 â   D Mini , Half and Drive â   / Fujichrome ( 565 Hanimex ) film R25 â   RT50 â   standard 8 â   Ganda ( 898 Northern ) camphorated goose grease 20 33 54 Gard ( 280 CP ) 5 pack minimum order dandruff control shampoo standard 40 2 II large 54 9 15 Germaine Montcil ( I486 GM ) beauty base â   Superglow founda - tion â   Idol - Eyes eye lashes â   lotion iris â   night shade glow â   bronze â   Royal Secret Cologne 2oz â   4oz â   Germoloids ( 104 BP ) ointment 30 7 Gillette ( 514 Gillette ) shave brush """" bristle badger """" 172 OS Glaxo ( 518 Glaxo ) vaccines D tetanus ( F ."""	1967	jw2613032
wax - candles|drugs	perfumes		The perfumes of Arabia , genuine and adulterated , wax - candles , and drugs are the chief commodities here .	1885	jw2613238
of the smouldering wick of a tallow - candle	smell		What is more disagreeable , for example , than the smell of the smouldering wick of a tallow - candle ? and a case is recorded of destruc - tion to life from holding such a wick under the nose of a sleeping boy ; or what more delicious than a chestful of pure air on some bluff hill in the country .	1859	jw263567
candles	snuff		' ' LI shÂ £ 177 This last is from a friend to a friend at a distance : â   â   Ah , when shall we ever snuff candles again , A nd recall the glad hours of that evening of rain ? â   A popular poet of the ninth century was Li She , especially well known for the story of his capture by highwaymen .	1901	jw263643
of a candle|vapour|cinders|embers|myxa|vapor|cinis	snuff|snuff		The snuff of a candle , vapour , cinders , embers : myxa , vapor , cinis .	1828	jw263917
of lamps|of candles	smell	offensive	The offensive smell of lamps and of candles , especially when their flames are extinguished , operates like other vapors , though with less violence , and less suddenly .	1825	jw266757
of freshly extin - guished tallow candles	smelling		Liquid smelling of freshly extin - guished tallow candles ( Lachovitch , A .	1894	jw266793
of a Candles	fmell		â    ! , Â » t 4 ij I i 1 xW ' m The fmell of a Candles SnuIF * â   ris faid , ' will make Women < mifearry .	1700	jw269386
diarrhoea|dy - sentery|colic|tenesmus|hemorrhoids|tion|intestinal worms|strangury|of a recently extinguished candle	odours|odour	sion	; diarrhoea , dy - sentery , colic , tenesmus , hemorrhoids , constipa - tion , intestinal worms , strangury ; the impres - sion of odours , as the odour of a recently extinguished candle , & c .	1841	jw269581
wax|candles	snuffing		This thinness of the wick also causes it to bend of itself , till its extremity comes outside the flame , and then the part which projects is burnt to ashes by its contact with the air : wax - candles , therefore , require no snuffing , there being no accumulation on the wick , which is kept short by being burnt , as we have mentioned .	1861	jw267064
of a candle or lamp carelessly|of the tallow or oil	smell|vapour	disagreeable	The disagreeable smell of a candle or lamp carelessly blown out , is caused by the vapour of the tallow or oil , rising for a few moments from the red - hot wick , and escaping into the air of the room unburnt .	1861	jw267064
candles	snuffing		The advantages of gas light are : its cheapness , compared with any other , when much light is required ; the vast saving of the time and labour that would be necessary for cleaning and trimming lamps , or in cleaning candlesticks and snuffing candles , together with the constant attendance required for these operations .	1861	jw267064
candle	perfumes|perfumed|perfumed	perfumed|perfumed	' No 89 for Men ' after shave lis 9d ; pre shave 9s and shaving cream 9s ; shaving soap bowl 12s 3d ; talc 8s 6d ; toilet water 30s bath essence 14cc 14s ; 34cc 30s ; 84cc 49s 3d bath soap 5s lOd ; 3 17s 6d perfumes handbag 17s ; 15cc 32s ; 35cc 53s 3d ; 60cc 86s 9d perfumed candle 37s 9d ; refills each 5s 9d pomanders maroon 25s 9d ; blue / gold 35s 9d ; pink 27s 9d pot - pourri maroon 43s ; green 48s ; gift pack 14s 9d toilet powder flask 8s 6d ; box 17s 9d ; soap 3s lOd ; 3 lis 6d ; waters 50cc 17s ; 1 lOcc 30s ; 210cc 50s 3d visitors soap 6 13s 9d WILLIAM FREEMAN & CO .	1966	jw267138
garlic - trees|soap|trees|saponaceous berries|wax|candle	odor		Here are garlic - trees , so named from the odor their crushed leaves give out ; soap - trees , bearing saponaceous berries , and wax or candle plants that secrete cereous substances : the leaves of the last are fan - shaped , tluee to four feet over , and from their curved edges radiate bayonet points a foot in length .	1856	jw262150
a candle	fnuffing		Such miftakes are principally feen in fnuffing a candle , tl - cading a needle , or in filling a tea - cup .	1789	jw262205
from animal matter|knackers|skinners|glue - makers|bone - boilers|candle - manu - facturers|butchers	smells	the most nauseous	It is well known that various trades which necessitate the inhaling of the most nauseous smells arising from animal matter â   those of knackers , skinners , glue - makers , bone - boilers , candle - manu - facturers , butchers , and others , are by no means more than usually unwholesome , or injurious to the health Poisonous Animal Matter .	1864	jw262329
candle	perfumed|perfumed|fragrant|fragrant	perfumed|perfumed|fragrant|fragrant	The Laurence Llewelyn - Bowen set contains a room and body spray with a perfumed candle and fragrant sachet in six colours ( Â £ 19 .	23	jw262330
of a candle|of charcoal	smells|stench|smell	nauseous|ill	She ought always to avoid all nauseous and ill smells ; for sometimes the stench of a candle , not well put out , may cause her to come before her time ; and I have known the smell of charcoal to have the same effect .	1890	jw262886
porcelain|crystal|candles	fragrance|scented|scented	scented|scented	â    Estee ' s Christmas Estee Lauder ' s Christmas collection includes gifts of fragrance , porcelain , crystal and scented candles .	1981	jw265045
a candle	Snuffing		Blowing one ' s nose , Snuffing a candle .	1832	jw265265
wax candles|paper|sugar|perfumery|incense|all the	perfume		In addition to all kinds of drugs , they sell wax candles , paper , sugar , perfumery , and incense ; the latter is much used by the in - habitants of the towns , where all the re - spectable families perfume their best rooms every morning .	1829	jw265919
a candle	snuffing		If only one eye is afllected , by ascertaining at what time the uatient first became liable to mistakes in those actions which re - quire distances to be exactly distinguished , as in pouring liquor into u glass , snuffing a candle , threading a needle , & c .	1840	jw26202
of tallow candles	smell	offensive	Their house must be altered , their room mlarged : plain furniture gives place to a profusion of orrramenv , glass and silver glitter on the sideboard , the smell of tallow candles becomes offensive , and there - fore wax lights must be introduced .	1837	jw2615029
goods|candles|soap	odorous|odorous	odorous|odorous	And they should be kept in a different cup - board from odorous goods , such as candles and soap , or they will catch the objectionable flavour .	1875	jw2615300
Candles|stuff	stinking|stinking	stinking|stinking	faultes by them , 48 , in them , about them Candles made of stinking stuff , 49 Capytall Judges , 106 , Chief Justices , trying causes of Life and Death cater cosins , 24 Caveat emptor , say the cheating Drapers , 24 chance medley , 14 Chandlers , their cheating dodges , 49 chauerell consciences , 12 , stretch - ing kid - leather ones , lawyers have .	1877	jw2615315
Of wafting candles	fnuff		T hrifty wench ferapes kitchen - fluff , And barreling the droppings and the fnuff Of wafting candles .	1755	jw2615348
a|candle|pot pourri|oil burner|drawer liners|sachets	fragrance|scented|scented	home|scented|scented	It also features Solid Brilliantini a traditional pomade that holds , shapes and adds shine to the ha The range has been extended include home fragrance products such as a scented candle , pot pourri , oil burner , drawer liners and sachets , plus a fabric and room spray .	30	jw2615592
candles	aromas	two	Also new are candles in two aromas .	6	jw264928
The candles|using pure essential oils in organic plant wax	aroma	long - lasting	The candles give off a long - lasting aroma using pure essential oils in organic plant wax .	6	jw264928
of a candle|cobwebbs|spiders	snuffs|snuffs		In tlie domestic treatment of agues , medicines of no real efficacy whatever , and some of them even of a disgusting nature , which are calculated to make a strpng impression on the senses , such as snuffs of a candle , cobwebbs , and spiders , swal - lowed in a living state , have been employed with some success ; as well as charms , with great affec - tation of mystery and ceremonious pomp .	1822	jw2718106
of lamps|of candles	smell	offensive	The offensive smell of lamps and of candles , especially when their flames are extinguished , operate like other vapours , though with less violence and less suddenly .	1820	jw2718229
