Smell_Source	Smell_Word	Quality	Sentence	year	Book
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw21109
Aerozone	odours	stale cooking	â   The distributors of Aerozone , a preparation intended for domestic use for eliminating stale cooking odours , etc .	1948	jw21774
ozone	odors		Basle , 1840 Electrolysis of water ; odors accompanying electric discharges ; ozone .	1909	jw2115228
Ozone|gen	odour	very remarkable pungent	Ozone , whether it be a polarised condition of oxygen , of oxy - gen combined with itself , or in some other state , possesses a very remarkable pungent odour .	1867	jw2115235
with ozone .	odours		Tests are being made on the treatment of odours with ozone .	1975	jw214098
Ozone	odour		Ozone has some use as an odour counteractant in a confined space .	1975	jw214098
Ozone	odour		Ozone can also reduce odour levels by preventing bacteria ] growth .	1975	jw214098
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw214250
of ozone	odour		Close the bottle for some hours , when the air it contains will manifest the odour and effects of ozone .	1872	jw214493
ozone|atmospheric de - position|clean coal|alternative fuels|indoor|atmospheric|atmospheric	odours		Technical sessions included such topics as : ozone , atmospheric de - position , clean coal and alternative fuels , air pollution control , indoor air , atmospheric chemistry , health and ecological effects , atmospheric measurements , toxics , odours , risk assessment , visibility and policy and implementation approaches .	1992	jw214641
Ozone	odor	unpleasant	Ozone is a colorless gas , having an unpleasant odor , and is not readily soluble in water , one hundred volumes taking up but .	1889	jw214824
OZONE	smell		) OZONE I smell ) is a specially active form of oxygen in which three volumes of the gas are condensed into the space ordinarily occupied by two .	1936	jw214826
It|ozone	smell	peculiar	It has a peculiar smell , which may be noticed in the neighbourhood of dynaÂ ¬ mos , as ozone is produced by the passage through the air of electric sparks .	1936	jw214826
Ozone|its	odor|oxidizing	peculiar	Ozone is somewhat soluble in water , imparting to water its peculiar odor , as well as its oxidizing power .	1907	jw228131
ozone|its	odor	peculiar	In the air of the country , and especially in sea air , the presence of ozone can often be recognized by its peculiar odor .	1907	jw228131
rain on grass|burnt wood|roses|ozone	smells	good	"""The good smells , """" rain on grass , burnt wood , roses and ozone , """" are to be encouraged ."""	1935	jw2214007
Ozone|of something	odour|smell	offensive	981 Odontalgia [ toothache ) , 483 ( Edema ( oiSijua , a swelling ; local drop - deal swelling ) , 310 ( Esophagus [ the tube leading from the pharynx to the stomach â   the gullet ) , 505 Offensive breath , 477 Officinal [ qfficina , a shop ; ' medicines directed by the colleges to be kept in the shops ) , 833 Oil of Tar , 883 â   Yitrol , 879 Old Age and Senile Decay , 683 ; youth and age , 684 ; physical changes , 684 ; mental , 689 ; gradual decay , 689 ; winter and senility , 690 ; premature , 690 ; modes of dying , 691 ; treatment of the aged , 693 Old age , constipation in , 553 Oleum Crotonis ( Croton - oil ) , 779 Olive - oil , frictions , 222 ; in burns , 706 Onanism { Self - abuse ) , 345 , 347 , 608 Onion in stings , 665 Onychia ( Whitlow on the side of the finger nail ) , 652 Opacity in the crystalline lens , 391 Opalescent { milky , resembling the opal ) , 253 Ophthalmia { o < p9a \ iiog , the eye ; diseases of the eye ) , 146 ; simple , 370 , , catarrhal , 371 â   gonorrhoeal , 376 , , purulent , 372 ; causes , 373 ; treatment , accessory , preven - tive , 373 â   purulent , of infants , 374 ; symp - toms , 374 ; causes , 374 ; treat - ment , 374 ; preventives , 375 , , scrofulous , 274 Ophthalmic medicines , leading indica - tions for , 377 Ophthalmoscope { ocpOaX / xog , eye , and aKOTTEU ) , I regard attentively ; an instrument which , by throwing light on the retina , reveals the internal condition of the eye ) , 388 , 690 Opisthotonus { oiriaQi , backwards , and reivu ) , I stretch ; bending backioards by tetanic spasms of the muscles ) , 332 Opium , 824 Orbicularis palpebrarum muscle ( a broad , thin , oval muscle , which surrounds the orbit , and is used in closing the eyelids ) , 274 Orchiocele { opxea , scrotum , and k / jXj ; , rupture ; scrotal hernia ) Orchitis { opxi - Q , testicle ; inflammation of the testicle ) , 603 , 605 Ossification ( os , ossis , a bone , and facere , to make ) , 686 , 687 Osteoid Cancer , 255 Otitis Media , acute , 406 ; media puru - lenta , 407 ; chronic , 411 Otorrhoea , 411 ; Carbolic Acid in , 411 Ovarian Neuralgia , 356 Over - dose of medicine , 862 Over - exertion , 717 Over - loading the stomach , 510 Oxahc Acid , 593 , 880 Oxyuris vermicularis , 529 OzÂ £ ena ( o ^ j ; , an offensive odour ; a foetid ulcer in the nose ) , 419 Ozone ( o ^ w , I smell of something ; a modification of oxygen ) , 161 Pack , wet , 106 ; in Eheumatism , 238 ; in Typhus - fever , 169 Pain , its indications , 77 Painter ' s Colic , 549 ; Paralysis , 331 Palpitation , 429 ; disease of the heart and , 429 ; causes , 429 ; treatment , 430 , accessories , 432 Palsy , see Paralysis Papillffi ( papilla , pi .	1893	jw2214889
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw221734
cod|pig|malted glycerophosphates|musk|oatmeal|quinine|iron tonic|quinine wine|seidlitz|sylvozone|toilet	scented|scented	scented|scented	malt and cod - liver oil , eau de Cologne dentifrice , fullers ' earth , hair - dye , hemorrhoid ointment , pig powder , malted glycerophosphates , musk - scented oatmeal , quinine and iron tonic , quinine wine ( new design ) , rennet powder and essence , saline ( new design ) , seidlitz powder ( new design ) , sylvozone , toilet lanoline , toilet paraffin , and toilet soaps ( new designs ) .	1902	jw2217670
ozone	smell		â   Papers soaked in mucilage of starch contain - ing iodide of potassium form a test for free chlorine and nitrous acid , and are also employed by meteorologists to detect an allotropic or physically polymeric and energetic form of oxygen , termed by Schbnbein ozone ( from oÂ £ a > , ozo , I smell ) .	1885	jw2217853
of ozone	odour	peculiar|in a powerful degree	After some hours the air of the flask manifests the peculiar odour and effects of ozone in a powerful degree .	1856	jw2216079
ozone	smell|smell		But Schonbein , in 1840 , was the first to recognise that this smell was due to the formation of a new gas , to which he gave the name ozone ( uÂ £ oo , I smell ) .	1921	jw2216098
aqueous solutions of the acid|of the sodium salt|of ozone	smell		Crystallised periodic acid when heated at 130Â ° - 135Â ° breaks up into water , iodic anhydride , and strongly ozonised oxygen ( Rammelsberg ) , and aqueous solutions of the acid and of the sodium salt gradually acquire the smell of ozone .	1921	jw2216098
The solution|of|of ozone	odour		The solution acts as a powerful oxidiser , and has the characteristic odour of ozone .	1921	jw2216098
of ozone	odour		There is generally a marked odour of ozone at the beginning of the electrolysis , but this disappears in a short time .	1946	jw2216202
This substance|ozone|it	smell|smell	peculiar	This substance is called ozone ( from the Greek word for smell ) , because it has a peculiar smell .	1890	jw2216704
ozone|flowering plants	scented|scented	scented|scented	Daubeny , of Oxford , that plants in giving out oxygen give out a small d ^ ^ a ^ tity of it in the form of ozone , and that scented flowering plants do this to a remarkable extent , so that the air around flourishing vegetation almost always contains ozone .	1890	jw2216704
ozone|of plants|oleo - resins|dust	odour		In his own person , and some other cases , he clearly shows that all the agents hitherto supposed to be severally productive of asthma , as ozone , heat , strong sunlight , the volatile principle on which the odour of plants depends , oleo - resins , dust , unless it contains pollen , are powerless to produce a paroxysm .	1882	jw2213160
It|of garlic|ozone	odor|odors	pungent	It gives off a pungent odor , particularly when heated , which reminds one of the combined odors of garlic and ozone .	1894	jw2213430
the heptoxide|of|of ozone	smells		Terreil noted that the heptoxide smells of ozone .	1946	jw2213660
of ozone	smell		Muthmann found that the dry salt is explosive ; it sometimes detonates when rubbed in a mortar , developing a cloud of manganese dioxide and a smell of ozone .	1946	jw2213660
of the gas|of|of chlorine|chlorine oxide|oxide|ozone	smell		The smell of the gas recalls that of chlorine oxide , and ozone .	1946	jw2213660
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw2212083
Electrozone|of Sewage and Garbage|of ozone|garbage	olfactory|olfactory|odour|foul|foul|odour	olfactory|olfactory|noisome|foul|foul	Electrozone as a Deodorizer of Sewage and Garbage , and as a Household Necessity â   Canal Street , New York : â   Stench horrible , seemed almost to fracture the olfactory nerves â   : instant change , water transparent , odour of ozone â   Rikerâ   s Island , a worse than Augean stable â   One million cubic yards of festering , noisome , fermenting , garbage â   Filthy water near the island , under the influence of electro - lysis , providing the purifying agent â   Description of plant employed â   Over an area of thirty acres death to every foul germ , gas , and odour in less than twenty - one daysâ   Extraordinarily quick action of Electrozone on putrid matter â   â   In a few seconds the evil - looking scum had gone for ever â   â   Electro - zone contrasted with Destructors and other Garbage Destroyersâ   Testimony from the official chemist of New Orleans â   What an English observer saw on Rikerâ   s Island in September , 1895 â   A p plication nf Electrozone to Toivn Sewage : W .	1896	jw223126
Electrozone|various|substances	putrid|putrid|odours	putrid|putrid|fetid	I have tried the effect of Electrozone on various putrid substances , and have found that the evolution of fetid odours is immediately checked .	1896	jw223126
of ozone and chlorine	stench|odour	nauseating	1 ' he water became almost transparent , and instead of the nauseating stench in the air was the odour of ozone and chlorine .	1896	jw223126
Electrozone	odours	disagreeable	During the past year Electrozone has been used , and we are now entirely free from any disagreeable odours .	1896	jw223126
Electrozone|foetid|foetid|objectionable matter	deodorant|odours	bad	â   The deodorant properties of Electrozone will become instantly apparent on the application of a small quantity to foetid or objectionable matter from which bad odours arise .	1896	jw223126
Ozone|its	odour		Schonbein was experiment - ing with Ozone , his laboratory being filled with its odour , he received a visit from M .	1873	jw223382
Ozone	odour		Schonbein in this manner soon drew the attention of the scientific world to the remarkable proper - ties of this rediscovered body which he named Ozone ( oÂ £ w , to emit an odour ) .	1873	jw223382
Ozone|Ozone	odour		2 In 1845 , Marignac and De la Eive showed that the Ozone odour was produced by the decomposition of water free from Nitrogen , and that Ozone contains nothing but Oxygen , of which they considered it to be an allotropic modification .	1873	jw223382
of|of Ozone|Ozone	odour		On the other hand , Schrotter contends 1 that the odour is that of Ozone .	1873	jw223382
Antozone	odour		Antozone is generally looked upon as a principle which possesses an odour similar to that of Ozone , produces when inhaled nausea and choking , and which neither colours an Iodized Starch nor a Tr .	1873	jw223382
Ozone|Peroxide of Hydrogen	smell	strong|peculiar	Ozone having a strong and peculiar smell , whilst Peroxide of Hydrogen is almost completely inodorous .	1873	jw223382
of Ozone	whiff		People talk of running down to the sea during the summer to â   get a whiff of Ozone , â   just as if it were not possible that the little more Ozone might do them harm instead of good .	1873	jw223382
of Ozone|of the gas	odour|Odour|smell	so powerful	â   The odour of Ozone is so powerful , that air containing Odour of only one millionth of it is said to have a decided smell ^ ery power - of the gas .	1873	jw223382
Ozone	deodorizing|purifying|purifying	purifying|purifying	Ozone is a deodorizing and purifying agent of the Deodoriz - liighest order , resolving and decomposing into primitive and innocuous forms .	1873	jw223382
Ozone	odours	noxious	Other writers have even ventured to argue that , be - â   Natureâ   s cause Ozone removes noxious odours , therefore it must arrest infection and destroy pestilential miasmata as well as the germs of epidemic disease .	1873	jw223382
Ozone|from|flowers	odoriferous|odoriferous|scent	odoriferous|odoriferous	â   The investigations of Mantegazza ( vide pages 121 and Mante - ; 122 ) show that Ozone is emitted from odoriferous flowers Â ° a / za â   under the influence of light and the Oxygen of the air , whilst those without scent produce none .	1873	jw223382
of Ozone	Deodorizing		Deodorizing properties of Ozone , 30 - 31 , 157 .	1873	jw223382
Ozone	Perfumes		Perfumes and Ozone , 122 .	1873	jw223382
to roasted coffee|the ozone	aroma|smell	distinctly perceptible	215 thousandth only of the bulk of the wine , and that which gives the aroma to roasted coffee , at one - fifty - thousandth of its weight ; but the ozone which exists in the atmosphere is distinctly perceptible to the smell when mixed with five hundred thousand times its bulk of air .	1859	jw223487
The concentrated solution|of|of ozone	smells		The concentrated solution smells of ozone and rapidly decomposes , especially in presence of catnlysts , giving off oxygen .	1906	jw223851
Ozone|gases|gases|from decom - posing animals	fetid|fetid	fetid|fetid	Ozone may influence health by destroying fetid gases which develop from decom - posing animals and vegetables .	1876	jw223931
its|ozone	odour|odour|odour|odour	peculiar|same	At the close of the last century , Van Marum observed a peculiar odour whilst working his great electrical machine at Haarlem ; and in 1840 the Swiss chemist , Schonbein , showed that when electric sparks are passed through oxygen , or buildings are struck by lightning , the same odour is observed ; and it has been shown that the odour is due to a modification of oxygen , to which , on account of its odour , the name of ozone has been given .	1889	jw226058
ozone|ozone	smell	peculiar	The peculiar smell which is observed when an electrical machine is worked is caused by the presence of ozone ; and if a paper , dipped in a solution of potassium iodide and starch paste , be held opposite a point on the conductor of the II .	1880	jw226520
of ozone	odour		* It is the odour of ozone which is perceived in working an ordinary electrical niachi 54 PROPERTIES OF OZONE .	1875	jw226579
ozone	smell|odour|odour	so similar|electrical|electrical	ozone , is so similar in smell as to create a possibility that the electrical odour is immediately referable to ozone ; and the test - paper of Schonbein , if exposed to electric sparks , or electric pencils emanating from a point , becomes in like manner tinged blue .	1875	jw227021
Ozone|active oxygen	noxious|noxious vapours|vapours	noxious|noxious	Ozone , or active oxygen , is the natural deodorant contained in the atmo - sphere , which no doubt largely contributes to the destruction of noxious vapours in the air .	1882	jw227139
Ozone|It	smell	strange|dry|characteristic	Ozone is Oxygen in a compressed Or peculiar aflotropic condition , And may be called Concentrated Oxygen : It has a strange , dry , characteristic smell : It frees Iodine from Potassium - Iodide In solution , and is then itself absorbed .	1873	jw227379
Ozone|Its	odour		Ozone is produced when electric sparks Are passed through dry Oxygen , or through Air ; Its odour is perceived when working a Batt ' ry .	1873	jw227379
of ozone	smell	characteristic	When the apparatus is in action a violet glow is seen in the air - space , and the air blown through it comes out with the characteristic smell of ozone .	1906	jw227874
ozone	smell|smell	peculiar	A small quantity is produced when an electrical machine is worked ; its presence is evidenced by a peculiar smell ( the name ozone is derived from the Greek word for smell ) .	1892	jw222498
ozone|it	odour	special	As prepared in the labora ttory , ozone has a specific gravity of 24 , and is heavier than air : it is ccharacterised by a special odour and by having special oxidising powers â  ¢ it â    as non - combustible and slightly soluble in water .	1900	jw225732
ozone	odour|smell	peculiarly pungent	If a succession of electric sparks from a powerful electric machine be [ lassed through a tube of oxygen , a peculiarly pungent odour is developed , due to the production of a body to which the name of ozone has been given , from the Greek o ^ w , I have a smell .	1900	jw225732
ozone|it|oxygen	smell|odour	curious|- less	"""The chief points of difference between ozone and ordinary oxygen are , ( 1 ) it possesses a curious smell , like weak chlorine , whilst oxygen is odour - less ; ( 2 ) it destroys vegetable colours ; ( 3 ) it rapidly oxidises the precious """" metals ; ( 4 ) it liberates iodine from iodide of potassium ."""	1900	jw225732
ozone	smell	peculiar	The peculiar smell and increased power of oxidising possessed by oxygen through which an electric spark had been passed was first observed by Van Marum in 1785 , and was more carefully studied by Schonbein , in 1840 , who gave to the substance the name of ozone , but its true nature was not known till Andrews , in 1856 , proved that it was an altered condition of oxygen whereby it exists in a state of condensation .	1881	jw225913
This substance|ozone|it	smell|odour	peculiar	This substance is called ozone ( from the Greek word for smell ) , because it has a peculiar odour .	1909	jw22184
ozone|flowering plants	scented|scented	scented|scented	Daubeny , of Oxford , that plants in giving out oxygen give cut a small quantity of it in the form of ozone , and that scented flowering plants do this to a remarkable extent , so that the air around flourishing vegetation almost always contains ozone .	1909	jw22184
ozone	odour	odourless|peculiar|powerful	Both forms are gases â   oxj ' gen odourless , while ozone possesses a peculiar and powerful odour .	1901	jw22640
Ozone|its	odour|smell	peculiar	Ozone has a peculiar odour ; and is produced during the working of a frictional electric machine , when its smell is recognised .	1886	jw22660
â   ozone|sulphur|sulphur	odour	very penetrating	It is stated in the same paper , that â   ozone has a very penetrating odour , resembling that of chlorine mixed with air , or of phosphorus and sulphur in combination .	1859	jw22709
of phosphorous acid|of ozone	smell|smell	quite different	In the beginning of the experiment a smell of phosphorous acid is perceived , owing to the combination of phosphorus with oxy - gen ; but this smell , after a time , gives place to that of ozone , which is quite different .	1870	jw22836
ozone	odour	particular	The properties of ozone are the same , whether it be derived from the action of the electrical machine , from atmospheric electricity , or from chemical action ; and it differs from ordinary oxygen chiefly by the particular odour just mentioned , and by au exaltation of its chemical affinities .	1870	jw22836
of ozone	smell		The smell of ozone is perceived at both poles of the machine , but most considerably at the negative pole .	1870	jw22836
iodised starch|of ozone	smell	much more feeble	It is a curious fact that a strip of paper impregnated with iodised starch is not rendered blue in the close proximity of the negative pole , even if it remains there for a long time , while the blue colour is immediately pro - duced if the sparks passing between the electrodes are directed through it ; another singular circum - stance being , that the smell of ozone over the elec - trodes or in their immediate neighbourhood is much more feeble than in the neighbourhood of the nega - tive pole .	1870	jw22836
Antozone|ant - o - zon	smell		Antozone [ ant - o - zon ' ) \ Jivti , against ; oCeiv , to smell ] .	1898	jw22958
Chlorozone	smell		Chlorozone [ Jdo - ro ' - zdii ) [ _ x ^ ' ^ P ^ C < green ; o ^ etv , to smell ] .	1898	jw22958
Ferrozone|ferru|n|iron	smell		Ferrozone [ fer ' - o - zon ] [ ferru / n , iron ; off / ! ' , to smell ] .	1898	jw22958
Ozone|o	smell		Ozone ( o ' - zon ) [ off / i ' , to smell ] .	1898	jw22958
ozone	odour|smell	peculiarly pungent	If a succession of electric sparks from a powerful electric machine be passed through a tube of oxygen , a peculiarly pungent odour is developed , due to the production of a body to which the name of ozone has been given , from the Greek o ^ w , / have a smell .	1908	jw2215455
of ozone	odour		Close the bottle for some hours , when the air it contains will manifest the odour and effects of ozone .	1852	jw224655
of ozone	odor	nooviliar	^ nooviliar odor of ozone explains the name given it by its dis Thc ^ nbein who long maintained alone the genmnoness of ri ; .	1888	jw224984
Pure water|of ozone	Odour|inodorous|inodorous|odour	inodorous|inodorous|slight	Odour , â   Pure water is inodorous , except in certain cases where , when it is freshly drawn , there is a slight odour of ozone .	1914	jw238195
ozone	smell|smell		But Schonbein , in 1840 , was the first to recog - nise that this smell was due to the formation of a new gas , to which he gave the name ozone to smell ) .	1893	jw238356
of ozone|pieces	smell		In about an hour the smell of ozone will be obvious , and the phosphorus should then be removed , otherwise the ozone rapidly disap - pears ; or a current of oxygen or air may be passed through one or more Woulff ' s bottles containing pieces of moist phosphorus , and finally through water .	1893	jw238356
Ozone	odour	charac|teristic|very strong	â   Ozone is a gas having a charac - teristic and very strong odour somewhat re - sembling that of dilute chlorine .	1893	jw238356
The solution|of|of ozone	odour	powerful	The solution acts as a powerful oxi < liser , and has the characteristic odour of ozone .	1893	jw238356
It|of ozone	odour		It oxidises slowly in the air and burns with brilliant sparks , a smoky flame , and an odour of ozone when heated in oxj ^ gen .	1893	jw238356
opium|oxalic|ozone|paper|pepsin|phenol|phosphorus	perfumes		The following subjects , inter alia , are dealt with in the form of comprehensive monographs : â   Sodium compounds ; nickel ; ovens ; opium alkaloids ; organo - therapeutic preparations ; oxalic acid ; ozone ; paper ; perfumes ; pepsin ; phenol ; phosphorus ; photography ; plastic compounds ; platinum ; yeast ; pumps ; quartz glass ; mercury ; radio - activity ; reduction ; reproduction processes .	1932	jw2318033
principle|ozone	odorous|odorous	liar odorous|odorous	In 1840 , Schonbein discovered in the air a pecu - liar odorous principle called ozone , which he conceived to be a compound of oxygen and hydrogen ( HOg ) , but which is now pretty well shown to be an allotropic form of oxygen .	1866	jw2318209
Deodorizers|chlorine|sulphurous|nitrous acid|ozone|peroxide of hydrogen|permanganate of potassium	oxidizing	mamly strong	â   Deodorizers are mamly strong oxidizing and deoxidizing substances , as chlorine and its oxides , sulphurous acid , nitrous acid , ozone , peroxide of hydrogen , permanganate of potassium .	1887	jw2314174
"""it|"""" Ozone"""	odour|odour	peculiar	"""In the laboratory it has a peculiar odour ( hence its name , """" Ozone , """" from the Greek ozeirif to emit an odour ) ."""	1884	jw231203
""""""" the * Ozone '"""	smell		"""Some persons with keen noses even go so far as to assert that they can smell """" the * Ozone ' in the air """" at Burgess Hill ."""	1884	jw231203
of ozone	odor		Upon investigation of the peritoneum forty - eight hours after the use of from fifteen to twenty milligrams of ozone no odor of ozone could be detected , and , aside from a possible slight hyperemia of some peritoneal ves - sels near the wound or point of introduction of the gas , the abdominal condition was macroscopically normal .	1914	jw231434
ozone	odor		There was never any odor re - sembling ozone in the free gas in the peritoneal cavity at autopsy .	1914	jw231434
of ozone|intes - tines|liver|spleen|peritoneal	odor		At au - topsy , gas was noted but no odor of ozone , intes - tines distended , liver and spleen and peritoneal ves - sels intensely congested , two areas half inch in di - ameter acutely congested and edematous , one on the small and one on the large intestine near the wound , two drams of blood tinged peritoneal fluid , many small hemorrhages in the peritoneal coat , scattered hemorrhages in the skin ( ecchymotic areas ) and subcutaneous tissues , and , aside from intense congestion , small hemorrhages into the iungs and an emphysematous condition of the two lower lobes .	1914	jw231434
Ozone	odour		Ozone { o ^ eiv , to emit an odour ) is a more condensed and active form of oxygen .	1876	jw231498
It|it ozone|its	odour|smell	peculiar	It received its name from its discoverer , Schonbein , who called it ozone , in consequence of its peculiar odour I smell ) .	1895	jw2311037
ozone|its	odour	peculiar	Among the chemical effects must be enumerated the formation of ozone , which is recognised by its peculiar odour and by certain chemical properties .	1868	jw2311139
ozone	odour		This odour was first attributed to the formation of an oxygenised compound , to which the name ozone was given ; but Schonbein , in 1840 , has shown that ozone is a peculisir allotrophic modification of oxygen .	1868	jw2311139
ozone	odour	very powerful	Unlike ordinary oxygen , ozone has a flavour ( which has been likened to the flavour of a lobster ) and a very powerful odour .	1909	jw2311185
ozone|of it	whiff		"""The """" man in the street """" has a great respect for ozone : he goes to Brighton or Margate or the moors to have a whiff - of it , and ascribes to it marvellous health - giving properties ."""	1909	jw2311185
Ozone|hydrocarbons|scents|scents	scents|scents|scented|scented	scented|scented	""""""" Ozone , hydrocarbons , and scents also absorb radiations of dark heat ; and the common feeling of stuffiness and heat in a scented atmosphere is therefore shown to have scientific basis ."""	1909	jw2311185
ethereal oil|its|grape|the ozone	aroma|aroma|smell	peculiar|distinctly perceptible	""""""" * The quantity of ethereal oil which gives its peculiar aroma to grape wine has been estimated at one - forty - thousandth only of the bulk of the wine , and that which gives the aroma to roasted coffee , at one - fifty - thousandth of its weight ; but the ozone which exists in the atmosphere is distinctly perceptible to the smell when mixed with five hundred thousand times its bulk of air ."""	1854	jw2317071
principle|ozone	odorous|odorous	odorous|odorous	This odorous principle has been the subject of many researches , in particular by Schonbein , of Basle , who proposed for it the name of ozone .	1877	jw2317324
of ozone	odour|odour	charac|teristic|powerful	* An easy method of exhibiting the production of ozone is to trans - mit a current of oxygen through a tube into which a pair of platinum wires is sealed , with the points at a little distance apart ; on con - necting one of the wires with the prime conductor of an electrical machine in good action , and the other with the ground , the charac - teristic odour of ozone is immediately developed in the issuing gas ; but , notwithstanding the powerful odour thus produced , only a small portion of the oxygen undergoes this change .	1877	jw2317324
Ozone|of the ozone	smells		Ozone is soluble in water â   100 volufnes of water at ordinary temperatures and pressure dissolve about one volume of ozone â   and the water smells of the ozone and exhibits many of the properties of ozone .	1925	jw2317839
ozone	smell|smell		Schonbein ( 1839 - 80 ) was the first to recognize that the smell was due to the formation of a substance to which he gave the name ozone â   from the Greek ( ozo ) , I smell .	1925	jw2317839
peculiai|peculiai|of ozone	odour	peculiai|peculiai	After some hours the air of the flask manifests the peculiai odour and effects of ozone in a powerful degree d .	1864	jw2317909
of ozone	odour		The odour of ozone is often per - jeived after a flash of lightning , and in the eighbourhood of an electrical machine in a ' bate of extreme activity .	1864	jw2317909
Ozone	odor	peculiar|irritating	â   Ozone is a colorless gas with a peculiar , irritating odor .	1895	jw2316155
This substance|ozone|it	smell|odour	peculiar	This substance is called ozone ( from the Greek word for smell ) , because it has a peculiar odour .	1896	jw2316278
ozone|flowering plants	scented|scented	scented|scented	Daubeny , of Oxford , that plants in giving out oxygen give out a small quantity of it in the form of ozone , and that scented flowering plants do this to a remarkable extent , so that the air around flourishing vegetation almost always contains ozone .	1896	jw2316278
bromine|nitrous fumes|ozone	oxidising		This reaction is very delicate , but it must be remembered that an excess of chlorine again removes the blue colour , and also that the same effect is produced by bromine , nitrous fumes , ozone , and other oxidising substances .	1877	jw2316552
substance|ozone	smelling|smelling|smell	peculiar strongly - smelling|smelling	1 This chemist showed that the peculiar strongly - smelling substance , to which he gave the name of ozone , from oÂ £ a > , I smell , is capable of liberating iodine from potassium iodide , and of effecting many other oxidising actions .	1877	jw2316552
ozone|its	smell	peculiar	In the air of the country , and especially in sea air , the presence of ozone can almost always be recognized , often indeed by its peculiar smell .	1877	jw2316552
Ozone	odour	peculiar	â   Ozone prepared by any of these plans is a colourless gas possessing a peculiar odour , somewhat resembling that of very diluted chlorine .	1877	jw2316552
Ozone|its	odour	peculiar	Ozone is somewhat soluble in water , imparting to water its peculiar odour as well as its oxidising powers .	1877	jw2316552
Ozone	smell	peculiar	Ozone is generated in nature by shock , as winds against mountain sides , waves upon rocks , and by electrical discharges , as evidenced by the peculiar smell after a heavy thunder storm .	1878	jw2316686
Ozone|it	odour	peculiar	What is Ozone ? It is an allotropic modification of oxygen ; it is sometimes called condensed oxygen , as three volumes of oxygen condense to form two volumes of ozone ; it has a peculiar odour , and has very powerful bleaching and disinfecting properties .	1900	jw2316778
"""8AVABS Gutta Percha|BAVABS|8AVABS Improved Higginson|BAVABS|8AVABS|BAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water 8AVABS Lint SAVABS Lip Salve SAVABS|SAVABS """" May Blossom|SAVABS|SAVABS Metal Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators|SAVABS|SAVABS Ozone Water SAVARS Paroel Post Envelopes SAVARS|Saohets SAVARS|SAVARS Poison|SAVARS|Cantharadine|Castor Oil|Crystal - lized|Floral|Fossiline|Marrow|May Blossom SAVARS|SAVARS Poudre de Ris SAVARS|Smelling|Smelling Salts SAVARS Salicylic Corn Plasters SAVARS|SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Staroh Glaze SAVARS Sulphur Water SAVARS"""	Smelling|Perfume|Smelling|Smelling	Inexhaustible	"""8AVABS Gutta Percha Tissue BAVABS House Thermometer 8AVABS Improved Higginson Enema BAVABS Inexhaustible Smelling Salts 8AVABS Jewellery Requisites BAVABS Juniper Tar Soap SAVABS Knife Polish SAVABS Lavender Water 8AVABS Lint SAVABS Lip Salve SAVABS Marking Ink ( Guaranteed ) SAVABS """" May Blossom """" Requisites SAVABS Medicine Droppers SAVABS Metal Polishing Paste SAVABS Nail Trimmers SAVABS Nipple Shields SAVABS Oatmeal Soap SAVABS Odorators ( Folding ) SAVABS Obstetrio Binder ? SAVABS Ozone Water SAVARS Paroel Post Envelopes SAVARS Perfume Saohets SAVARS Perfumery SAVARS Poison Stoppers SAVARS Pomadesâ   Cantharadine , Castor Oil , Crystal - lized , Floral , Fossiline , Marrow , May Blossom SAVARS Popular Inhaler SAVARS Poudre de Ris SAVARS Restorative Smelling Salts SAVARS Salicylic Corn Plasters SAVARS Sealing Wax SAVARS Shaving Cream SAVARS Shaving Sticks SAVARS Soda Water Taps SAVARS Staroh Glaze SAVARS Sulphur Water SAVARS Toilet Companionâ   comprising a variety of Savars Specialities arranged in a neat partitioned box , handsomely labelled , pecu - liarly adapted for a Birthday Gift ."""	1899	jw2316908
electrozone|electrozone|containing|few bacteria	odour		The chemical and bacteriological analyses agreed in showing that electrozone used as above effects little lowering of the organic matter in sewage , but has a marked germicidal action , and that if the organic matter be previously reduced by filtration or by a bacterial process to a low limit , electrozone will produce an eflfiuent nearlv colour - less , free from odour , and containing very few bacteria .	1903	jw2310403
